"parpre_rate","word","valence","base_rate","news_type","posit_brate","posit_1rate","con","optseq","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","thisRow.t","notes","wait.started","scan.started","keyresp.started","wait.stopped","keyresp.keys","keyresp.rt","keyresp.duration","j1.started","jitter","polygon.started","polygon.stopped","j1.stopped","belief_pound.started","belief_pound.stopped","belief_rate.started","belief_rate.stopped","resp1.keys","slider.response","slider.rt","count_pound.started","Adjective_3.started","vowelcount.started","count_pound.stopped","vowel_choose.started","Adjective_4.started","vowelcount_2.started","resp.started","box_1.started","box_2.started","yes.started","no.started","vowel_choose.stopped","resp.keys","resp.rt","resp.duration","Adjective2.started","text_own.started","rate_own.started","sign.started","text_base.started","num_base.started","sign_base.started","slider_score","Adjective.started","line_own_2.started","point_own_2.started","text_own_2.started","rate_own_2.started","sign_2.started","line_base_2.started","point_base_2.started","text_base_2.started","num_base_2.started","sign_base_2.started","dis_2.started","agree_2.started","resp1.started","slider.started","resp1.rt","resp1.duration","Adjective_4.stopped","vowelcount_2.stopped","resp.stopped","box_1.stopped","box_2.stopped","yes.stopped","no.stopped","Adjective_3.stopped","vowelcount.stopped","complete.started","note.started","note.stopped","complete.stopped","participant","session","date","expName","psychopyVersion","frameRate","expStart","X","np"
60,"EFFICIENT","p",30,"b",-160,80,"s",15,0,47,47,47,791.138256799983,NA,NA,NA,NA,NA,"",NA,"",791.129464700003,1.517,791.138256799983,792.657470999984,792.646954199998,792.64696339998,799.654202799982,799.654209,806.654309299978,"None","None","None",806.654394499987,NA,NA,806.659604099987,806.659612599993,NA,NA,NA,NA,NA,NA,NA,806.660567099985,"None",NA,"",792.657470999984,792.657470999984,792.657470999984,792.657470999984,792.657470999984,792.657470999984,792.657470999984,50,799.671549499995,799.671549499995,799.671549499995,799.671549499995,799.671549499995,799.671549499995,799.671549499995,799.671549499995,799.671549499995,799.671549499995,799.671549499995,799.671549499995,799.671549499995,799.671549499995,799.671549499995,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,1,"2024-03-20_12h18.59.845","SELFtaskv6","2023.2.3",120.058684684675,"2024-03-20 12h19.04.704356 +1100",NA,4
50,"COMPETENT","p",55,"g",40,0,"s",22,0,56,56,56,909.51549999998,NA,NA,NA,NA,NA,"",NA,"",909.507578499994,1.617,909.51549999998,911.139772499999,911.123946799984,911.123957099975,918.131166099978,918.131171999994,925.127311299992,"None","None","None",925.127395299991,NA,NA,925.131735499977,925.131743299979,NA,NA,NA,NA,NA,NA,NA,925.132718599984,"None",NA,"",911.139772499999,911.139772499999,911.139772499999,911.139772499999,911.139772499999,911.139772499999,911.139772499999,50,918.149028899992,918.149028899992,918.149028899992,918.149028899992,918.149028899992,918.149028899992,918.149028899992,918.149028899992,918.149028899992,918.149028899992,918.149028899992,918.149028899992,918.149028899992,918.149028899992,918.149028899992,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,1,"2024-03-20_12h18.59.845","SELFtaskv6","2023.2.3",120.058684684675,"2024-03-20 12h19.04.704356 +1100",NA,3
45,"RESERVED","n",55,"b",40,-40,"s",30,0,42,42,42,726.22914109999,NA,NA,NA,NA,NA,"",NA,"",726.227637799981,2.017,726.22914109999,728.254527399986,728.238307899999,728.238317999989,735.245518299984,735.245524899976,742.2390266,"None","None","None",742.239110399998,NA,NA,742.242561399995,742.242568699992,NA,NA,NA,NA,NA,NA,NA,742.243494199996,"None",NA,"",728.254527399986,728.254527399986,728.254527399986,728.254527399986,728.254527399986,728.254527399986,728.254527399986,30,735.262512299989,735.262512299989,735.262512299989,735.262512299989,735.262512299989,735.262512299989,735.262512299989,735.262512299989,735.262512299989,735.262512299989,735.262512299989,735.262512299989,735.262512299989,735.262512299989,735.262512299989,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,1,"2024-03-20_12h18.59.845","SELFtaskv6","2023.2.3",120.058684684675,"2024-03-20 12h19.04.704356 +1100",NA,3
35,"GLOOMY","n",40,"b",-80,-120,"s",38,0,31,31,31,568.416175999999,NA,NA,NA,NA,NA,"",NA,"",568.412882899982,2.25,568.416175999999,570.674787099997,570.657834199985,570.657844499976,577.665097799996,577.665103899984,584.6655264,"None","None","None",584.665611799981,NA,NA,584.669558599999,584.669566600001,NA,NA,NA,NA,NA,NA,NA,584.67043139998,"None",NA,"",570.674787099997,570.674787099997,570.674787099997,570.674787099997,570.674787099997,570.674787099997,570.674787099997,20,577.683217199985,577.683217199985,577.683217199985,577.683217199985,577.683217199985,577.683217199985,577.683217199985,577.683217199985,577.683217199985,577.683217199985,577.683217199985,577.683217199985,577.683217199985,577.683217199985,577.683217199985,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,1,"2024-03-20_12h18.59.845","SELFtaskv6","2023.2.3",120.058684684675,"2024-03-20 12h19.04.704356 +1100",NA,2
50,"ADMIRABLE","p",65,"g",120,0,"s",23,0,50,50,50,825.742586099979,NA,NA,NA,NA,NA,"",NA,"",825.734655699984,1.167,825.742586099979,826.915119999991,826.901037599979,826.901047399995,833.908266299986,833.908272499975,840.905282099993,"None","None","None",840.905370199995,NA,NA,840.911128499982,840.911136399984,NA,NA,NA,NA,NA,NA,NA,840.912117899978,"None",NA,"",826.915119999991,826.915119999991,826.915119999991,826.915119999991,826.915119999991,826.915119999991,826.915119999991,50,833.927401199995,833.927401199995,833.927401199995,833.927401199995,833.927401199995,833.927401199995,833.927401199995,833.927401199995,833.927401199995,833.927401199995,833.927401199995,833.927401199995,833.927401199995,833.927401199995,833.927401199995,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,1,"2024-03-20_12h18.59.845","SELFtaskv6","2023.2.3",120.058684684675,"2024-03-20 12h19.04.704356 +1100",NA,3
80,"CREATIVE","p",60,"b",80,240,"b",8,0,5,5,5,213.901509799995,NA,NA,NA,NA,NA,"",NA,"",213.894246299984,1.984,213.901509799995,215.89194609999,215.876974399987,215.876983099995,222.884088299994,222.884094599984,229.882539899991,"None","None","None",229.882629999978,NA,NA,229.886255099991,229.886262799992,NA,NA,NA,NA,NA,NA,NA,229.887147799978,"None",NA,"",215.89194609999,215.89194609999,215.89194609999,215.89194609999,215.89194609999,215.89194609999,215.89194609999,50,222.901815199992,222.901815199992,222.901815199992,222.901815199992,222.901815199992,222.901815199992,222.901815199992,222.901815199992,222.901815199992,222.901815199992,222.901815199992,222.901815199992,222.901815199992,222.901815199992,222.901815199992,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,1,"2024-03-20_12h18.59.845","SELFtaskv6","2023.2.3",120.058684684675,"2024-03-20 12h19.04.704356 +1100",NA,5
45,"ANXIOUS","n",35,"g",-120,-40,"s",31,0,16,16,16,359.617504199996,NA,NA,NA,NA,NA,"",NA,"",359.6156013,2.35,359.617504199996,361.974125899986,361.9586863,361.958696299989,368.966047599999,368.966053899989,375.967508399975,"None","None","None",375.967592999979,NA,NA,375.971342099976,375.971349799977,NA,NA,NA,NA,NA,NA,NA,375.972204599995,"None",NA,"",361.974125899986,361.974125899986,361.974125899986,361.974125899986,361.974125899986,361.974125899986,361.974125899986,25,368.985112800001,368.985112800001,368.985112800001,368.985112800001,368.985112800001,368.985112800001,368.985112800001,368.985112800001,368.985112800001,368.985112800001,368.985112800001,368.985112800001,368.985112800001,368.985112800001,368.985112800001,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,1,"2024-03-20_12h18.59.845","SELFtaskv6","2023.2.3",120.058684684675,"2024-03-20 12h19.04.704356 +1100",NA,3
40,"INDECISIVE","n",55,"b",40,-80,"s",36,0,15,15,15,343.910788699984,NA,NA,NA,NA,NA,"",NA,"",343.902624899987,1.7,343.910788699984,345.6142139,345.602233199985,345.602240999986,352.609723599977,352.609730199998,359.609803599975,"None","None","None",359.609889299987,NA,NA,359.6143324,359.614340200002,NA,NA,NA,NA,NA,NA,NA,359.615470899997,"None",NA,"",345.6142139,345.6142139,345.6142139,345.6142139,345.6142139,345.6142139,345.6142139,50,352.629412999988,352.629412999988,352.629412999988,352.629412999988,352.629412999988,352.629412999988,352.629412999988,352.629412999988,352.629412999988,352.629412999988,352.629412999988,352.629412999988,352.629412999988,352.629412999988,352.629412999988,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,1,"2024-03-20_12h18.59.845","SELFtaskv6","2023.2.3",120.058684684675,"2024-03-20 12h19.04.704356 +1100",NA,NA
50,"VULNERABLE","n",45,"g",-40,0,"s",24,0,51,51,51,840.913818200002,NA,NA,NA,NA,NA,"",NA,"",840.912266300002,2.167,840.913818200002,843.08842059999,843.074093699979,843.074104200001,850.081243599998,850.081249599985,857.088962599984,"None","None","None",857.089050999988,NA,NA,857.09325819998,857.093265999982,NA,NA,NA,NA,NA,NA,NA,857.09423789999,"None",NA,"",843.08842059999,843.08842059999,843.08842059999,843.08842059999,843.08842059999,843.08842059999,843.08842059999,50,850.100885199994,850.100885199994,850.100885199994,850.100885199994,850.100885199994,850.100885199994,850.100885199994,850.100885199994,850.100885199994,850.100885199994,850.100885199994,850.100885199994,850.100885199994,850.100885199994,850.100885199994,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,1,"2024-03-20_12h18.59.845","SELFtaskv6","2023.2.3",120.058684684675,"2024-03-20 12h19.04.704356 +1100",NA,3
60,"INTERESTING","p",70,"g",160,80,"s",16,0,40,40,40,693.575698300003,NA,NA,NA,NA,NA,"",NA,"",693.567815599992,2.651,693.575698300003,696.242605799984,696.225439399976,696.225449099991,703.232818399993,703.232825299987,710.231367899978,"None","None","None",710.231451799977,NA,NA,710.2369779,710.236985299998,NA,NA,NA,NA,NA,NA,NA,710.237941599975,"None",NA,"",696.242605799984,696.242605799984,696.242605799984,696.242605799984,696.242605799984,696.242605799984,696.242605799984,80,703.250502899988,703.250502899988,703.250502899988,703.250502899988,703.250502899988,703.250502899988,703.250502899988,703.250502899988,703.250502899988,703.250502899988,703.250502899988,703.250502899988,703.250502899988,703.250502899988,703.250502899988,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,1,"2024-03-20_12h18.59.845","SELFtaskv6","2023.2.3",120.058684684675,"2024-03-20 12h19.04.704356 +1100",NA,2
50,"HUMOROUS","p",45,"b",-40,0,"s",26,0,57,57,57,925.138170699996,NA,NA,NA,NA,NA,"",NA,"",925.132849999994,1.517,925.138170699996,926.663662999985,926.646865199989,926.646874899976,933.654231699998,933.65423819999,940.653756499989,"None","None","None",940.653843599983,NA,NA,940.658794999996,940.658802599995,NA,NA,NA,NA,NA,NA,NA,940.659722799988,"None",NA,"",926.663662999985,926.663662999985,926.663662999985,926.663662999985,926.663662999985,926.663662999985,926.663662999985,50,933.671719399979,933.671719399979,933.671719399979,933.671719399979,933.671719399979,933.671719399979,933.671719399979,933.671719399979,933.671719399979,933.671719399979,933.671719399979,933.671719399979,933.671719399979,933.671719399979,933.671719399979,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,1,"2024-03-20_12h18.59.845","SELFtaskv6","2023.2.3",120.058684684675,"2024-03-20 12h19.04.704356 +1100",NA,4
65,"LUCKY","p",40,"b",-80,120,"s",12,0,6,6,6,229.891485699976,NA,NA,NA,NA,NA,"",NA,"",229.887287999998,1.9,229.891485699976,231.794775599992,231.783008600003,231.783016399975,238.790471899993,238.790478699986,245.790578799992,"None","None","None",245.790667699999,NA,NA,245.794063899986,245.794071899989,NA,NA,NA,NA,NA,NA,NA,245.7949104,"None",NA,"",231.794775599992,231.794775599992,231.794775599992,231.794775599992,231.794775599992,231.794775599992,231.794775599992,50,238.808362099982,238.808362099982,238.808362099982,238.808362099982,238.808362099982,238.808362099982,238.808362099982,238.808362099982,238.808362099982,238.808362099982,238.808362099982,238.808362099982,238.808362099982,238.808362099982,238.808362099982,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,1,"2024-03-20_12h18.59.845","SELFtaskv6","2023.2.3",120.058684684675,"2024-03-20 12h19.04.704356 +1100",NA,4
65,"SOCIABLE","p",45,"b",-40,120,"s",13,0,41,41,41,710.240126699995,NA,NA,NA,NA,NA,"",NA,"",710.238075399975,1.984,710.240126699995,712.229667399981,712.215262599988,712.215272200003,719.222403199994,719.222409499984,726.220532799984,"None","None","None",726.220625599992,NA,NA,726.226521099976,726.226528899977,NA,NA,NA,NA,NA,NA,NA,726.227499999979,"None",NA,"",712.229667399981,712.229667399981,712.229667399981,712.229667399981,712.229667399981,712.229667399981,712.229667399981,50,719.240595199983,719.240595199983,719.240595199983,719.240595199983,719.240595199983,719.240595199983,719.240595199983,719.240595199983,719.240595199983,719.240595199983,719.240595199983,719.240595199983,719.240595199983,719.240595199983,719.240595199983,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,1,"2024-03-20_12h18.59.845","SELFtaskv6","2023.2.3",120.058684684675,"2024-03-20 12h19.04.704356 +1100",NA,3
30,"AMBITIOUS","p",45,"g",-40,-160,"b",41,0,26,26,26,497.5832735,NA,NA,NA,NA,NA,"",NA,"",497.579622099991,1.05,497.5832735,498.639622199989,498.625137800002,498.625148699997,505.632372299995,505.632378799986,512.625835199986,"None","None","None",512.625920399994,NA,NA,512.630433999992,512.630443200003,NA,NA,NA,NA,NA,NA,NA,512.631440899975,"None",NA,"",498.639622199989,498.639622199989,498.639622199989,498.639622199989,498.639622199989,498.639622199989,498.639622199989,50,505.650665299996,505.650665299996,505.650665299996,505.650665299996,505.650665299996,505.650665299996,505.650665299996,505.650665299996,505.650665299996,505.650665299996,505.650665299996,505.650665299996,505.650665299996,505.650665299996,505.650665299996,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,1,"2024-03-20_12h18.59.845","SELFtaskv6","2023.2.3",120.058684684675,"2024-03-20 12h19.04.704356 +1100",NA,3
60,"UNHEALTHY","n",40,"g",-80,80,"s",17,0,35,35,35,626.481562699977,NA,NA,NA,NA,NA,"",NA,"",626.47967109998,2.4,626.481562699977,628.886038700002,628.875514099986,628.875521899987,635.882864199986,635.882870599977,642.884282099985,"None","None","None",642.884366999991,NA,NA,642.888514599996,642.888523200003,NA,NA,NA,NA,NA,NA,NA,642.889649899997,"None",NA,"",628.886038700002,628.886038700002,628.886038700002,628.886038700002,628.886038700002,628.886038700002,628.886038700002,25,635.900929399999,635.900929399999,635.900929399999,635.900929399999,635.900929399999,635.900929399999,635.900929399999,635.900929399999,635.900929399999,635.900929399999,635.900929399999,635.900929399999,635.900929399999,635.900929399999,635.900929399999,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,1,"2024-03-20_12h18.59.845","SELFtaskv6","2023.2.3",120.058684684675,"2024-03-20 12h19.04.704356 +1100",NA,1
45,"INATTENTIVE","n",30,"g",-120,-40,"s",32,0,46,46,46,776.132397799985,NA,NA,NA,NA,NA,"",NA,"",776.131011199992,1,776.132397799985,777.139974499994,777.123843799985,777.123854299978,784.131181799981,784.131187999999,791.124948299985,"None","None","None",791.125031399977,NA,NA,791.128371999977,791.128379699978,NA,NA,NA,NA,NA,NA,NA,791.129308899981,"None",NA,"",777.139974499994,777.139974499994,777.139974499994,777.139974499994,777.139974499994,777.139974499994,777.139974499994,50,784.1495383,784.1495383,784.1495383,784.1495383,784.1495383,784.1495383,784.1495383,784.1495383,784.1495383,784.1495383,784.1495383,784.1495383,784.1495383,784.1495383,784.1495383,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,1,"2024-03-20_12h18.59.845","SELFtaskv6","2023.2.3",120.058684684675,"2024-03-20 12h19.04.704356 +1100",NA,4
50,"PASSIVE","n",40,"g",-80,0,"s",27,0,58,58,58,940.66193859998,NA,NA,NA,NA,NA,"",NA,"",940.659847599978,1.667,940.66193859998,942.334884699987,942.320064500003,942.320074799994,949.327281399979,949.327288200002,956.327445999981,"None","None","None",956.327532900003,NA,NA,956.331586199987,956.331594399991,NA,NA,NA,NA,NA,NA,NA,956.33256119999,"None",NA,"",942.334884699987,942.334884699987,942.334884699987,942.334884699987,942.334884699987,942.334884699987,942.334884699987,50,949.344583999977,949.344583999977,949.344583999977,949.344583999977,949.344583999977,949.344583999977,949.344583999977,949.344583999977,949.344583999977,949.344583999977,949.344583999977,949.344583999977,949.344583999977,949.344583999977,949.344583999977,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,1,"2024-03-20_12h18.59.845","SELFtaskv6","2023.2.3",120.058684684675,"2024-03-20 12h19.04.704356 +1100",NA,1
45,"PRODUCTIVE","p",60,"g",80,-40,"s",33,0,8,8,8,253.855168599985,NA,NA,NA,NA,NA,"",NA,"",253.847123499989,2.217,253.855168599985,256.078838299989,256.063590699981,256.063600699999,263.070774899999,263.070781799994,270.066938199976,"b","None","None",270.067049799982,NA,NA,270.073054699984,270.073062999989,NA,NA,NA,NA,NA,NA,NA,270.074290199991,"None",NA,"",256.078838299989,256.078838299989,256.078838299989,256.078838299989,256.078838299989,256.078838299989,256.078838299989,65,263.090277399984,263.090277399984,263.090277399984,263.090277399984,263.090277399984,263.090277399984,263.090277399984,263.090277399984,263.090277399984,263.090277399984,263.090277399984,263.090277399984,263.090277399984,263.090277399984,263.090277399984,0.706726399977924,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,1,"2024-03-20_12h18.59.845","SELFtaskv6","2023.2.3",120.058684684675,"2024-03-20 12h19.04.704356 +1100",NA,4
60,"ORIGINAL","p",70,"g",160,80,"s",18,0,17,17,17,375.981333199976,NA,NA,NA,NA,NA,"",NA,"",375.972328999982,1.467,375.981333199976,377.453183299978,377.440108199982,377.44011689999,384.447421499994,384.447428499989,391.448752700002,"None","None","None",391.448837499978,NA,NA,391.45274009998,391.45274779998,NA,NA,NA,NA,NA,NA,NA,391.453655299992,"None",NA,"",377.453183299978,377.453183299978,377.453183299978,377.453183299978,377.453183299978,377.453183299978,377.453183299978,70,384.465895100002,384.465895100002,384.465895100002,384.465895100002,384.465895100002,384.465895100002,384.465895100002,384.465895100002,384.465895100002,384.465895100002,384.465895100002,384.465895100002,384.465895100002,384.465895100002,384.465895100002,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,1,"2024-03-20_12h18.59.845","SELFtaskv6","2023.2.3",120.058684684675,"2024-03-20 12h19.04.704356 +1100",NA,3
55,"BRILLIANT","p",65,"g",120,40,"s",20,0,29,29,29,537.220069399977,NA,NA,NA,NA,NA,"",NA,"",537.211965800001,1.067,537.220069399977,538.293808499991,538.278350999986,538.278361399978,545.285650399979,545.285657,552.286148199986,"None","None","None",552.286233999999,NA,NA,552.290024899994,552.290032699995,NA,NA,NA,NA,NA,NA,NA,552.290939300001,"None",NA,"",538.293808499991,538.293808499991,538.293808499991,538.293808499991,538.293808499991,538.293808499991,538.293808499991,70,545.303583999979,545.303583999979,545.303583999979,545.303583999979,545.303583999979,545.303583999979,545.303583999979,545.303583999979,545.303583999979,545.303583999979,545.303583999979,545.303583999979,545.303583999979,545.303583999979,545.303583999979,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,1,"2024-03-20_12h18.59.845","SELFtaskv6","2023.2.3",120.058684684675,"2024-03-20 12h19.04.704356 +1100",NA,4
