"parpre_rate","word","valence","base_rate","news_type","posit_brate","posit_1rate","con","optseq","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","scan.started","keyresp.started","keyresp.keys","keyresp.rt","jitter","polygon.started","polygon.stopped","resp1.keys","slider.response","slider.rt","Adjective_3.started","vowelcount.started","Adjective_4.started","vowelcount_2.started","resp.started","box_1.started","box_2.started","yes.started","no.started","resp.keys","resp.rt","Adjective2.started","text_own.started","rate_own.started","sign.started","text_base.started","num_base.started","sign_base.started","slider_score","Adjective.started","line_own_2.started","point_own_2.started","text_own_2.started","rate_own_2.started","sign_2.started","line_base_2.started","point_base_2.started","text_base_2.started","num_base_2.started","sign_base_2.started","dis_2.started","agree_2.started","resp1.started","slider.started","resp1.rt","Adjective_3.stopped","vowelcount.stopped","Adjective_4.stopped","vowelcount_2.stopped","resp.stopped","box_1.stopped","box_2.stopped","yes.stopped","no.stopped","note.started","note.stopped","participant","session","date","expName","psychopyVersion","frameRate","X","np"
80,"SENSITIVE","n",50,"g",0,240,"s",15,0,47,47,47,NA,NA,"",NA,1.517,825.695679599885,827.216912599979,"b","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,827.216912599979,827.216912599979,827.216912599979,827.216912599979,827.216912599979,827.216912599979,827.216912599979,65,834.230365199968,834.230365199968,834.230365199968,834.230365199968,834.230365199968,834.230365199968,834.230365199968,834.230365199968,834.230365199968,834.230365199968,834.230365199968,834.230365199968,834.230365199968,834.230365199968,834.230365199968,0.240604699822143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,1,"2024-04-10_11h38.21.868","SELFtaskv6","2023.1.0",120.006384108836,NA,4
10,"UNIMPORTANT","n",20,"b",-240,-320,"b",41,0,26,26,26,NA,NA,"",NA,1.05,532.125145199941,533.186538599897,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,533.186538599897,533.186538599897,533.186538599897,533.186538599897,533.186538599897,533.186538599897,533.186538599897,15,540.200378299924,540.200378299924,540.200378299924,540.200378299924,540.200378299924,540.200378299924,540.200378299924,540.200378299924,540.200378299924,540.200378299924,540.200378299924,540.200378299924,540.200378299924,540.200378299924,540.200378299924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,1,"2024-04-10_11h38.21.868","SELFtaskv6","2023.1.0",120.006384108836,NA,3
25,"ORDINARY","n",20,"g",-240,-200,"s",33,0,8,8,8,NA,NA,"",NA,2.217,288.429049100028,290.650014299899,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,290.650014299899,290.650014299899,290.650014299899,290.650014299899,290.650014299899,290.650014299899,290.650014299899,10,297.664201099891,297.664201099891,297.664201099891,297.664201099891,297.664201099891,297.664201099891,297.664201099891,297.664201099891,297.664201099891,297.664201099891,297.664201099891,297.664201099891,297.664201099891,297.664201099891,297.664201099891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,1,"2024-04-10_11h38.21.868","SELFtaskv6","2023.1.0",120.006384108836,NA,2
60,"ANNOYING","n",20,"g",-240,80,"s",26,0,57,57,57,NA,NA,"",NA,1.517,959.69641799992,961.221581199905,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,961.221581199905,961.221581199905,961.221581199905,961.221581199905,961.221581199905,961.221581199905,961.221581199905,25,968.2291025999,968.2291025999,968.2291025999,968.2291025999,968.2291025999,968.2291025999,968.2291025999,968.2291025999,968.2291025999,968.2291025999,968.2291025999,968.2291025999,968.2291025999,968.2291025999,968.2291025999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,1,"2024-04-10_11h38.21.868","SELFtaskv6","2023.1.0",120.006384108836,NA,2
90,"LIKABLE","p",75,"b",200,320,"b",6,0,4,4,4,NA,NA,"",NA,1.417,233.052631899947,234.47235070006,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,234.47235070006,234.47235070006,234.47235070006,234.47235070006,234.47235070006,234.47235070006,234.47235070006,90,241.487551799975,241.487551799975,241.487551799975,241.487551799975,241.487551799975,241.487551799975,241.487551799975,241.487551799975,241.487551799975,241.487551799975,241.487551799975,241.487551799975,241.487551799975,241.487551799975,241.487551799975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,1,"2024-04-10_11h38.21.868","SELFtaskv6","2023.1.0",120.006384108836,NA,5
85,"CHEERFUL","p",70,"b",160,280,"b",9,0,27,27,27,NA,NA,"",NA,2.35,547.196671499871,549.552998799831,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,549.552998799831,549.552998799831,549.552998799831,549.552998799831,549.552998799831,549.552998799831,549.552998799831,85,556.563242599834,556.563242599834,556.563242599834,556.563242599834,556.563242599834,556.563242599834,556.563242599834,556.563242599834,556.563242599834,556.563242599834,556.563242599834,556.563242599834,556.563242599834,556.563242599834,556.563242599834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,1,"2024-04-10_11h38.21.868","SELFtaskv6","2023.1.0",120.006384108836,NA,5
10,"WEAK","n",20,"b",-240,-320,"b",42,0,37,37,37,NA,NA,"",NA,1.867,687.437904299935,689.307908099843,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,689.307908099843,689.307908099843,689.307908099843,689.307908099843,689.307908099843,689.307908099843,689.307908099843,15,696.321118899854,696.321118899854,696.321118899854,696.321118899854,696.321118899854,696.321118899854,696.321118899854,696.321118899854,696.321118899854,696.321118899854,696.321118899854,696.321118899854,696.321118899854,696.321118899854,696.321118899854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,1,"2024-04-10_11h38.21.868","SELFtaskv6","2023.1.0",120.006384108836,NA,2
15,"ASHAMED","n",10,"g",-320,-280,"s",40,0,25,25,25,NA,NA,"",NA,1.05,517.067398099927,518.123874000041,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,518.123874000041,518.123874000041,518.123874000041,518.123874000041,518.123874000041,518.123874000041,518.123874000041,15,525.134452699916,525.134452699916,525.134452699916,525.134452699916,525.134452699916,525.134452699916,525.134452699916,525.134452699916,525.134452699916,525.134452699916,525.134452699916,525.134452699916,525.134452699916,525.134452699916,525.134452699916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,1,"2024-04-10_11h38.21.868","SELFtaskv6","2023.1.0",120.006384108836,NA,2
10,"NEEDY","n",20,"b",-240,-320,"b",43,0,21,21,21,NA,NA,"",NA,1.934,465.507635700051,467.453661700012,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,467.453661700012,467.453661700012,467.453661700012,467.453661700012,467.453661700012,467.453661700012,467.453661700012,10,474.465040500043,474.465040500043,474.465040500043,474.465040500043,474.465040500043,474.465040500043,474.465040500043,474.465040500043,474.465040500043,474.465040500043,474.465040500043,474.465040500043,474.465040500043,474.465040500043,474.465040500043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,1,"2024-04-10_11h38.21.868","SELFtaskv6","2023.1.0",120.006384108836,NA,2
75,"HUMBLE","p",85,"g",280,200,"s",20,0,29,29,29,NA,NA,"",NA,1.067,571.777231100015,572.849292899948,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,572.849292899948,572.849292899948,572.849292899948,572.849292899948,572.849292899948,572.849292899948,572.849292899948,85,579.860939600039,579.860939600039,579.860939600039,579.860939600039,579.860939600039,579.860939600039,579.860939600039,579.860939600039,579.860939600039,579.860939600039,579.860939600039,579.860939600039,579.860939600039,579.860939600039,579.860939600039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,1,"2024-04-10_11h38.21.868","SELFtaskv6","2023.1.0",120.006384108836,NA,5
25,"CARELESS","n",35,"b",-120,-200,"s",34,0,1,1,1,NA,NA,"",NA,1.684,194.090815299889,195.784587200033,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,195.784587200033,195.784587200033,195.784587200033,195.784587200033,195.784587200033,195.784587200033,195.784587200033,5,202.800201199949,202.800201199949,202.800201199949,202.800201199949,202.800201199949,202.800201199949,202.800201199949,202.800201199949,202.800201199949,202.800201199949,202.800201199949,202.800201199949,202.800201199949,202.800201199949,202.800201199949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,1,"2024-04-10_11h38.21.868","SELFtaskv6","2023.1.0",120.006384108836,NA,2
40,"SUCCESSFUL","p",65,"g",120,-80,"s",29,0,45,45,45,NA,NA,"",NA,2.901,793.774732799968,796.691398900002,"b","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,796.691398900002,796.691398900002,796.691398900002,796.691398900002,796.691398900002,796.691398900002,796.691398900002,75,803.700398899848,803.700398899848,803.700398899848,803.700398899848,803.700398899848,803.700398899848,803.700398899848,803.700398899848,803.700398899848,803.700398899848,803.700398899848,803.700398899848,803.700398899848,803.700398899848,803.700398899848,0.758913399884477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,1,"2024-04-10_11h38.21.868","SELFtaskv6","2023.1.0",120.006384108836,NA,3
20,"BORING","n",10,"g",-320,-240,"s",36,0,15,15,15,NA,NA,"",NA,1.7,378.476229500026,380.182732800022,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,380.182732800022,380.182732800022,380.182732800022,380.182732800022,380.182732800022,380.182732800022,380.182732800022,5,387.193426499842,387.193426499842,387.193426499842,387.193426499842,387.193426499842,387.193426499842,387.193426499842,387.193426499842,387.193426499842,387.193426499842,387.193426499842,387.193426499842,387.193426499842,387.193426499842,387.193426499842,1.54206150001846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,1,"2024-04-10_11h38.21.868","SELFtaskv6","2023.1.0",120.006384108836,NA,2
80,"VALUABLE","p",90,"g",320,240,"s",16,0,40,40,40,NA,NA,"",NA,2.651,728.124506999971,730.787382900016,"b","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,730.787382900016,730.787382900016,730.787382900016,730.787382900016,730.787382900016,730.787382900016,730.787382900016,80,737.801253200043,737.801253200043,737.801253200043,737.801253200043,737.801253200043,737.801253200043,737.801253200043,737.801253200043,737.801253200043,737.801253200043,737.801253200043,737.801253200043,737.801253200043,737.801253200043,737.801253200043,2.04800960002467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,1,"2024-04-10_11h38.21.868","SELFtaskv6","2023.1.0",120.006384108836,NA,4
10,"SELFISH","n",20,"b",-240,-320,"b",44,0,10,10,10,NA,NA,"",NA,1.684,313.384307099972,315.069092999911,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,315.069092999911,315.069092999911,315.069092999911,315.069092999911,315.069092999911,315.069092999911,315.069092999911,15,322.083981599892,322.083981599892,322.083981599892,322.083981599892,322.083981599892,322.083981599892,322.083981599892,322.083981599892,322.083981599892,322.083981599892,322.083981599892,322.083981599892,322.083981599892,322.083981599892,322.083981599892,1.77164419996552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,1,"2024-04-10_11h38.21.868","SELFtaskv6","2023.1.0",120.006384108836,NA,2
85,"CONFIDENT","p",70,"b",160,280,"b",10,0,13,13,13,NA,NA,"",NA,1.3,353.212684799917,354.518789399881,"b","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,354.518789399881,354.518789399881,354.518789399881,354.518789399881,354.518789399881,354.518789399881,354.518789399881,85,361.532328199828,361.532328199828,361.532328199828,361.532328199828,361.532328199828,361.532328199828,361.532328199828,361.532328199828,361.532328199828,361.532328199828,361.532328199828,361.532328199828,361.532328199828,361.532328199828,361.532328199828,1.27226060000248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,1,"2024-04-10_11h38.21.868","SELFtaskv6","2023.1.0",120.006384108836,NA,5
