"parpre_rate","word","valence","base_rate","news_type","posit_brate","posit_1rate","con","optseq","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","scan.started","keyresp.started","keyresp.keys","keyresp.rt","jitter","polygon.started","polygon.stopped","resp1.keys","slider.response","slider.rt","Adjective_3.started","vowelcount.started","Adjective_4.started","vowelcount_2.started","resp.started","box_1.started","box_2.started","yes.started","no.started","resp.keys","resp.rt","Adjective2.started","text_own.started","rate_own.started","sign.started","text_base.started","num_base.started","sign_base.started","slider_score","Adjective.started","line_own_2.started","point_own_2.started","text_own_2.started","rate_own_2.started","sign_2.started","line_base_2.started","point_base_2.started","text_base_2.started","num_base_2.started","sign_base_2.started","dis_2.started","agree_2.started","resp1.started","slider.started","resp1.rt","Adjective_3.stopped","vowelcount.stopped","Adjective_4.stopped","vowelcount_2.stopped","resp.stopped","box_1.stopped","box_2.stopped","yes.stopped","no.stopped","note.started","participant","session","date","expName","psychopyVersion","frameRate","np"
15,"CARELESS","n",10,"g",-320,-280,"s",34,0,1,1,1,NA,NA,"",NA,1.684,173.1776319,174.8721277,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,174.8721277,174.8721277,174.8721277,174.8721277,174.8721277,174.8721277,174.8721277,5,181.9142986,181.9142986,181.9142986,181.9142986,181.9142986,181.9142986,181.9142986,181.9142986,181.9142986,181.9142986,181.9142986,181.9142986,181.9142986,181.9142986,181.9142986,2.443045831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,3
85,"SUCCESSFUL","p",70,"b",160,280,"s",12,0,6,6,6,NA,NA,"",NA,1.9,243.6581538,245.5651624,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,245.5651624,245.5651624,245.5651624,245.5651624,245.5651624,245.5651624,245.5651624,80,252.5986734,252.5986734,252.5986734,252.5986734,252.5986734,252.5986734,252.5986734,252.5986734,252.5986734,252.5986734,252.5986734,252.5986734,252.5986734,252.5986734,252.5986734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,5
10,"BORING","n",15,"b",-280,-320,"s",36,0,15,15,15,NA,NA,"",NA,1.7,357.8758221,359.5845581,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,359.5845581,359.5845581,359.5845581,359.5845581,359.5845581,359.5845581,359.5845581,10,366.6163189,366.6163189,366.6163189,366.6163189,366.6163189,366.6163189,366.6163189,366.6163189,366.6163189,366.6163189,366.6163189,366.6163189,366.6163189,366.6163189,366.6163189,0.961511538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,3
85,"VALUABLE","p",75,"b",200,280,"s",13,0,41,41,41,NA,NA,"",NA,1.984,724.5744771,726.5799464,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,726.5799464,726.5799464,726.5799464,726.5799464,726.5799464,726.5799464,726.5799464,85,733.6111184,733.6111184,733.6111184,733.6111184,733.6111184,733.6111184,733.6111184,733.6111184,733.6111184,733.6111184,733.6111184,733.6111184,733.6111184,733.6111184,733.6111184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,3
5,"SELFISH","n",10,"b",-320,-360,"b",43,0,21,21,21,NA,NA,"",NA,1.934,444.9959956,446.9403696,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,446.9403696,446.9403696,446.9403696,446.9403696,446.9403696,446.9403696,446.9403696,5,453.9739036,453.9739036,453.9739036,453.9739036,453.9739036,453.9739036,453.9739036,453.9739036,453.9739036,453.9739036,453.9739036,453.9739036,453.9739036,453.9739036,453.9739036,2.575123342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,2
85,"CONFIDENT","p",80,"b",240,280,"s",14,0,2,2,2,NA,NA,"",NA,1.217,188.891642,190.1353958,"b","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,190.1353958,190.1353958,190.1353958,190.1353958,190.1353958,190.1353958,190.1353958,90,197.1672607,197.1672607,197.1672607,197.1672607,197.1672607,197.1672607,197.1672607,197.1672607,197.1672607,197.1672607,197.1672607,197.1672607,197.1672607,197.1672607,197.1672607,1.16678912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,3
90,"ENTHUSIASTIC","p",70,"b",160,320,"s",11,0,34,34,34,NA,NA,"",NA,2.534,624.1618844,626.7101295,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,626.7101295,626.7101295,626.7101295,626.7101295,626.7101295,626.7101295,626.7101295,90,633.7444574,633.7444574,633.7444574,633.7444574,633.7444574,633.7444574,633.7444574,633.7444574,633.7444574,633.7444574,633.7444574,633.7444574,633.7444574,633.7444574,633.7444574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,3
80,"AGREEABLE","p",85,"g",280,240,"s",18,0,17,17,17,NA,NA,"",NA,1.467,389.9508244,391.4424118,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,391.4424118,391.4424118,391.4424118,391.4424118,391.4424118,391.4424118,391.4424118,80,398.4839359,398.4839359,398.4839359,398.4839359,398.4839359,398.4839359,398.4839359,398.4839359,398.4839359,398.4839359,398.4839359,398.4839359,398.4839359,398.4839359,398.4839359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,3
35,"LAZY","n",20,"g",-240,-120,"s",27,0,58,58,58,NA,NA,"",NA,1.667,955.2885939,956.9683709,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,956.9683709,956.9683709,956.9683709,956.9683709,956.9683709,956.9683709,956.9683709,25,963.9978704,963.9978704,963.9978704,963.9978704,963.9978704,963.9978704,963.9978704,963.9978704,963.9978704,963.9978704,963.9978704,963.9978704,963.9978704,963.9978704,963.9978704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,3
10,"INSECURE","n",20,"b",-240,-320,"s",37,0,23,23,23,NA,NA,"",NA,2.934,470.1113475,473.0682681,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,473.0682681,473.0682681,473.0682681,473.0682681,473.0682681,473.0682681,473.0682681,10,480.1022794,480.1022794,480.1022794,480.1022794,480.1022794,480.1022794,480.1022794,480.1022794,480.1022794,480.1022794,480.1022794,480.1022794,480.1022794,480.1022794,480.1022794,1.898688569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,3
85,"TALENTED","p",85,"g",280,280,"s",15,0,47,47,47,NA,NA,"",NA,1.517,805.5754505,807.1036988,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,807.1036988,807.1036988,807.1036988,807.1036988,807.1036988,807.1036988,807.1036988,85,814.1385205,814.1385205,814.1385205,814.1385205,814.1385205,814.1385205,814.1385205,814.1385205,814.1385205,814.1385205,814.1385205,814.1385205,814.1385205,814.1385205,814.1385205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,3
75,"MOODY","n",25,"g",-200,200,"s",22,0,56,56,56,NA,NA,"",NA,1.617,924.1156784,925.7395425,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,925.7395425,925.7395425,925.7395425,925.7395425,925.7395425,925.7395425,925.7395425,75,932.7725423,932.7725423,932.7725423,932.7725423,932.7725423,932.7725423,932.7725423,932.7725423,932.7725423,932.7725423,932.7725423,932.7725423,932.7725423,932.7725423,932.7725423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,4
60,"WITTY","p",80,"g",240,80,"s",26,0,57,57,57,NA,NA,"",NA,1.517,939.7511205,941.2850944,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,941.2850944,941.2850944,941.2850944,941.2850944,941.2850944,941.2850944,941.2850944,65,948.3183292,948.3183292,948.3183292,948.3183292,948.3183292,948.3183292,948.3183292,948.3183292,948.3183292,948.3183292,948.3183292,948.3183292,948.3183292,948.3183292,948.3183292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,3
85,"COMPETENT","p",80,"b",240,280,"s",16,0,40,40,40,NA,NA,"",NA,2.651,707.9099566,710.568902,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,710.568902,710.568902,710.568902,710.568902,710.568902,710.568902,710.568902,85,717.6019112,717.6019112,717.6019112,717.6019112,717.6019112,717.6019112,717.6019112,717.6019112,717.6019112,717.6019112,717.6019112,717.6019112,717.6019112,717.6019112,717.6019112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,3
35,"RESERVED","n",20,"g",-240,-120,"s",28,0,53,53,53,NA,NA,"",NA,2.634,881.5957604,884.2534886,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,884.2534886,884.2534886,884.2534886,884.2534886,884.2534886,884.2534886,884.2534886,25,891.2870923,891.2870923,891.2870923,891.2870923,891.2870923,891.2870923,891.2870923,891.2870923,891.2870923,891.2870923,891.2870923,891.2870923,891.2870923,891.2870923,891.2870923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,3
5,"GLOOMY","n",15,"b",-280,-360,"b",44,0,10,10,10,NA,NA,"",NA,1.684,292.6439125,294.3519297,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,294.3519297,294.3519297,294.3519297,294.3519297,294.3519297,294.3519297,294.3519297,10,301.3856674,301.3856674,301.3856674,301.3856674,301.3856674,301.3856674,301.3856674,301.3856674,301.3856674,301.3856674,301.3856674,301.3856674,301.3856674,301.3856674,301.3856674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,3
95,"ADMIRABLE","p",75,"b",200,360,"b",6,0,4,4,4,NA,NA,"",NA,1.417,212.2000694,213.6289499,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,213.6289499,213.6289499,213.6289499,213.6289499,213.6289499,213.6289499,213.6289499,95,220.6618396,220.6618396,220.6618396,220.6618396,220.6618396,220.6618396,220.6618396,220.6618396,220.6618396,220.6618396,220.6618396,220.6618396,220.6618396,220.6618396,220.6618396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,5
95,"CREATIVE","p",80,"b",240,360,"b",7,0,30,30,30,NA,NA,"",NA,2.117,566.4683238,568.6138172,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,568.6138172,568.6138172,568.6138172,568.6138172,568.6138172,568.6138172,568.6138172,95,575.6427139,575.6427139,575.6427139,575.6427139,575.6427139,575.6427139,575.6427139,575.6427139,575.6427139,575.6427139,575.6427139,575.6427139,575.6427139,575.6427139,575.6427139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,5
5,"ANXIOUS","n",20,"b",-240,-360,"b",45,0,11,11,11,NA,NA,"",NA,1.25,308.3770012,309.6484235,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,309.6484235,309.6484235,309.6484235,309.6484235,309.6484235,309.6484235,309.6484235,5,316.6814822,316.6814822,316.6814822,316.6814822,316.6814822,316.6814822,316.6814822,316.6814822,316.6814822,316.6814822,316.6814822,316.6814822,316.6814822,316.6814822,316.6814822,0.559870009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,2
10,"INDECISIVE","n",30,"b",-160,-320,"s",38,0,31,31,31,NA,NA,"",NA,2.25,582.6102403,584.8689226,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,584.8689226,584.8689226,584.8689226,584.8689226,584.8689226,584.8689226,584.8689226,10,591.9041832,591.9041832,591.9041832,591.9041832,591.9041832,591.9041832,591.9041832,591.9041832,591.9041832,591.9041832,591.9041832,591.9041832,591.9041832,591.9041832,591.9041832,3.781698844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,3
70,"SUPPORTED","p",80,"g",240,160,"s",24,0,51,51,51,NA,NA,"",NA,2.167,855.4264812,857.6073936,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,857.6073936,857.6073936,857.6073936,857.6073936,857.6073936,857.6073936,857.6073936,65,864.6440363,864.6440363,864.6440363,864.6440363,864.6440363,864.6440363,864.6440363,864.6440363,864.6440363,864.6440363,864.6440363,864.6440363,864.6440363,864.6440363,864.6440363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,3
75,"INTERESTING","p",70,"b",160,200,"s",23,0,50,50,50,NA,NA,"",NA,1.167,840.2394843,841.4150269,"b","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,841.4150269,841.4150269,841.4150269,841.4150269,841.4150269,841.4150269,841.4150269,75,848.4473469,848.4473469,848.4473469,848.4473469,848.4473469,848.4473469,848.4473469,848.4473469,848.4473469,848.4473469,848.4473469,848.4473469,848.4473469,848.4473469,848.4473469,2.440639716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,3
70,"HUMOROUS","p",75,"g",200,160,"s",25,0,54,54,54,NA,NA,"",NA,2.167,898.2500176,900.4337089,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,900.4337089,900.4337089,900.4337089,900.4337089,900.4337089,900.4337089,900.4337089,70,907.4633535,907.4633535,907.4633535,907.4633535,907.4633535,907.4633535,907.4633535,907.4633535,907.4633535,907.4633535,907.4633535,907.4633535,907.4633535,907.4633535,907.4633535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,3
80,"LUCKY","p",65,"b",120,240,"s",19,0,19,19,19,NA,NA,"",NA,1.367,414.0264567,415.4028516,"b","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,415.4028516,415.4028516,415.4028516,415.4028516,415.4028516,415.4028516,415.4028516,80,422.4375322,422.4375322,422.4375322,422.4375322,422.4375322,422.4375322,422.4375322,422.4375322,422.4375322,422.4375322,422.4375322,422.4375322,422.4375322,422.4375322,422.4375322,2.203362987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,3
35,"SOCIABLE","p",75,"g",200,-120,"s",29,0,45,45,45,NA,NA,"",NA,2.901,773.6247737,776.5367677,"b","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,776.5367677,776.5367677,776.5367677,776.5367677,776.5367677,776.5367677,776.5367677,25,783.570787,783.570787,783.570787,783.570787,783.570787,783.570787,783.570787,783.570787,783.570787,783.570787,783.570787,783.570787,783.570787,783.570787,783.570787,1.96873728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,3
10,"UNHEALTHY","n",15,"b",-280,-320,"s",39,0,33,33,33,NA,NA,"",NA,2.684,607.4718017,610.1648054,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,610.1648054,610.1648054,610.1648054,610.1648054,610.1648054,610.1648054,610.1648054,5,617.1993512,617.1993512,617.1993512,617.1993512,617.1993512,617.1993512,617.1993512,617.1993512,617.1993512,617.1993512,617.1993512,617.1993512,617.1993512,617.1993512,617.1993512,1.733616071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,3
35,"PASSIVE","n",10,"g",-320,-120,"s",30,0,42,42,42,NA,NA,"",NA,2.017,740.5954947,742.6306392,"b","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,742.6306392,742.6306392,742.6306392,742.6306392,742.6306392,742.6306392,742.6306392,25,749.6572985,749.6572985,749.6572985,749.6572985,749.6572985,749.6572985,749.6572985,749.6572985,749.6572985,749.6572985,749.6572985,749.6572985,749.6572985,749.6572985,749.6572985,2.958729102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,3
95,"PRODUCTIVE","p",80,"b",240,360,"b",8,0,5,5,5,NA,NA,"",NA,1.984,227.6339328,229.6412584,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,229.6412584,229.6412584,229.6412584,229.6412584,229.6412584,229.6412584,229.6412584,95,236.673303,236.673303,236.673303,236.673303,236.673303,236.673303,236.673303,236.673303,236.673303,236.673303,236.673303,236.673303,236.673303,236.673303,236.673303,6.731616711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,5
95,"ORIGINAL","p",75,"b",200,360,"b",9,0,27,27,27,NA,NA,"",NA,2.35,526.7630948,529.1358111,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,529.1358111,529.1358111,529.1358111,529.1358111,529.1358111,529.1358111,529.1358111,90,536.1684116,536.1684116,536.1684116,536.1684116,536.1684116,536.1684116,536.1684116,536.1684116,536.1684116,536.1684116,536.1684116,536.1684116,536.1684116,536.1684116,536.1684116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,4
80,"BRILLIANT","p",85,"g",280,240,"s",20,0,29,29,29,NA,NA,"",NA,1.067,551.3875994,552.4632181,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,552.4632181,552.4632181,552.4632181,552.4632181,552.4632181,552.4632181,552.4632181,80,559.4955122,559.4955122,559.4955122,559.4955122,559.4955122,559.4955122,559.4955122,559.4955122,559.4955122,559.4955122,559.4955122,559.4955122,559.4955122,559.4955122,559.4955122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,"2023-11-17_14h14.26.878","SELFtaskv6","2023.1.2",60.12544576,3
