"parpre_rate","word","valence","base_rate","news_type","posit_brate","posit_1rate","con","optseq","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","scan.started","keyresp.started","keyresp.keys","keyresp.rt","jitter","polygon.started","polygon.stopped","resp1.keys","slider.response","slider.rt","Adjective_3.started","vowelcount.started","Adjective_4.started","vowelcount_2.started","resp.started","box_1.started","box_2.started","yes.started","no.started","resp.keys","resp.rt","Adjective2.started","text_own.started","rate_own.started","sign.started","text_base.started","num_base.started","sign_base.started","slider_score","Adjective.started","line_own_2.started","point_own_2.started","text_own_2.started","rate_own_2.started","sign_2.started","line_base_2.started","point_base_2.started","text_base_2.started","num_base_2.started","sign_base_2.started","dis_2.started","agree_2.started","resp1.started","slider.started","resp1.rt","Adjective_3.stopped","vowelcount.stopped","Adjective_4.stopped","vowelcount_2.stopped","resp.stopped","box_1.stopped","box_2.stopped","yes.stopped","no.stopped","note.started","participant","session","date","expName","psychopyVersion","frameRate","X","np"
70,"SENSITIVE","n",40,"g",-80,160,"s",19,0,19,19,19,NA,NA,"",NA,1.367,401.3082318,402.681955600001,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,402.681955600001,402.681955600001,402.681955600001,402.681955600001,402.681955600001,402.681955600001,402.681955600001,60,409.6926489,409.6926489,409.6926489,409.6926489,409.6926489,409.6926489,409.6926489,409.6926489,409.6926489,409.6926489,409.6926489,409.6926489,409.6926489,409.6926489,409.6926489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,1,"2024-03-15_16h11.29.858","SELFtaskv6","2023.1.0",120.128345124027,NA,3
25,"UNIMPORTANT","n",35,"b",-120,-200,"s",33,0,8,8,8,NA,NA,"",NA,2.217,255.159289900001,257.382831299999,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,257.382831299999,257.382831299999,257.382831299999,257.382831299999,257.382831299999,257.382831299999,257.382831299999,20,264.395414099999,264.395414099999,264.395414099999,264.395414099999,264.395414099999,264.395414099999,264.395414099999,264.395414099999,264.395414099999,264.395414099999,264.395414099999,264.395414099999,264.395414099999,264.395414099999,264.395414099999,5.30523479999829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,1,"2024-03-15_16h11.29.858","SELFtaskv6","2023.1.0",120.128345124027,NA,2
30,"UNDESIRABLE","n",10,"g",-320,-160,"s",29,0,45,45,45,NA,NA,"",NA,2.901,760.497682199999,763.413779499999,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,763.413779499999,763.413779499999,763.413779499999,763.413779499999,763.413779499999,763.413779499999,763.413779499999,15,770.425203300001,770.425203300001,770.425203300001,770.425203300001,770.425203300001,770.425203300001,770.425203300001,770.425203300001,770.425203300001,770.425203300001,770.425203300001,770.425203300001,770.425203300001,770.425203300001,770.425203300001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,1,"2024-03-15_16h11.29.858","SELFtaskv6","2023.1.0",120.128345124027,NA,2
25,"HELPLESS","n",20,"g",-240,-200,"s",34,0,1,1,1,NA,NA,"",NA,1.684,160.812550000001,162.5014813,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,162.5014813,162.5014813,162.5014813,162.5014813,162.5014813,162.5014813,162.5014813,25,169.5208795,169.5208795,169.5208795,169.5208795,169.5208795,169.5208795,169.5208795,169.5208795,169.5208795,169.5208795,169.5208795,169.5208795,169.5208795,169.5208795,169.5208795,4.49192960000073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,1,"2024-03-15_16h11.29.858","SELFtaskv6","2023.1.0",120.128345124027,NA,2
15,"ORDINARY","n",40,"b",-80,-280,"b",43,0,21,21,21,NA,NA,"",NA,1.934,432.256625100001,434.2047848,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,434.2047848,434.2047848,434.2047848,434.2047848,434.2047848,434.2047848,434.2047848,25,441.2151932,441.2151932,441.2151932,441.2151932,441.2151932,441.2151932,441.2151932,441.2151932,441.2151932,441.2151932,441.2151932,441.2151932,441.2151932,441.2151932,441.2151932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,1,"2024-03-15_16h11.29.858","SELFtaskv6","2023.1.0",120.128345124027,NA,2
25,"INFERIOR","n",10,"g",-320,-200,"s",35,0,38,38,38,NA,NA,"",NA,1.15,670.0459825,671.209212099999,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,671.209212099999,671.209212099999,671.209212099999,671.209212099999,671.209212099999,671.209212099999,671.209212099999,15,678.2169058,678.2169058,678.2169058,678.2169058,678.2169058,678.2169058,678.2169058,678.2169058,678.2169058,678.2169058,678.2169058,678.2169058,678.2169058,678.2169058,678.2169058,1.16691680000076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,1,"2024-03-15_16h11.29.858","SELFtaskv6","2023.1.0",120.128345124027,NA,2
15,"ANNOYING","n",10,"g",-320,-280,"b",44,0,10,10,10,NA,NA,"",NA,1.684,280.122966500001,281.809840400001,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,281.809840400001,281.809840400001,281.809840400001,281.809840400001,281.809840400001,281.809840400001,281.809840400001,10,288.8240324,288.8240324,288.8240324,288.8240324,288.8240324,288.8240324,288.8240324,288.8240324,288.8240324,288.8240324,288.8240324,288.8240324,288.8240324,288.8240324,288.8240324,2.69055859999935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,1,"2024-03-15_16h11.29.858","SELFtaskv6","2023.1.0",120.128345124027,NA,2
75,"CHEERFUL","p",80,"g",240,200,"s",12,0,6,6,6,NA,NA,"",NA,1.9,231.183228100001,233.095252900001,"b","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,233.095252900001,233.095252900001,233.095252900001,233.095252900001,233.095252900001,233.095252900001,233.095252900001,75,240.1042533,240.1042533,240.1042533,240.1042533,240.1042533,240.1042533,240.1042533,240.1042533,240.1042533,240.1042533,240.1042533,240.1042533,240.1042533,240.1042533,240.1042533,1.10220310000113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,1,"2024-03-15_16h11.29.858","SELFtaskv6","2023.1.0",120.128345124027,NA,3
20,"ASHAMED","n",15,"g",-280,-240,"s",40,0,25,25,25,NA,NA,"",NA,1.05,483.798160300001,484.852028900001,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,484.852028900001,484.852028900001,484.852028900001,484.852028900001,484.852028900001,484.852028900001,484.852028900001,15,491.8657848,491.8657848,491.8657848,491.8657848,491.8657848,491.8657848,491.8657848,491.8657848,491.8657848,491.8657848,491.8657848,491.8657848,491.8657848,491.8657848,491.8657848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,1,"2024-03-15_16h11.29.858","SELFtaskv6","2023.1.0",120.128345124027,NA,3
50,"HUMBLE","p",75,"g",200,0,"s",27,0,58,58,58,NA,NA,"",NA,1.667,941.9588453,943.627368000001,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,943.627368000001,943.627368000001,943.627368000001,943.627368000001,943.627368000001,943.627368000001,943.627368000001,55,950.641659199999,950.641659199999,950.641659199999,950.641659199999,950.641659199999,950.641659199999,950.641659199999,950.641659199999,950.641659199999,950.641659199999,950.641659199999,950.641659199999,950.641659199999,950.641659199999,950.641659199999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,1,"2024-03-15_16h11.29.858","SELFtaskv6","2023.1.0",120.128345124027,NA,3
