"parpre_rate","word","valence","base_rate","news_type","posit_brate","posit_1rate","con","optseq","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","scan.started","keyresp.started","keyresp.keys","keyresp.rt","jitter","polygon.started","polygon.stopped","resp1.keys","slider.response","slider.rt","Adjective_3.started","vowelcount.started","Adjective_4.started","vowelcount_2.started","resp.started","box_1.started","box_2.started","yes.started","no.started","resp.keys","resp.rt","Adjective2.started","text_own.started","rate_own.started","sign.started","text_base.started","num_base.started","sign_base.started","slider_score","Adjective.started","line_own_2.started","point_own_2.started","text_own_2.started","rate_own_2.started","sign_2.started","line_base_2.started","point_base_2.started","text_base_2.started","num_base_2.started","sign_base_2.started","dis_2.started","agree_2.started","resp1.started","slider.started","resp1.rt","Adjective_3.stopped","vowelcount.stopped","Adjective_4.stopped","vowelcount_2.stopped","resp.stopped","box_1.stopped","box_2.stopped","yes.stopped","no.stopped","note.started","participant","session","date","expName","psychopyVersion","frameRate","X","np"
5,"UNIMPORTANT","n",25,"b",-200,-360,"b",42,0,37,37,37,NA,NA,"",NA,1.867,672.908762246749,674.787530990201,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,674.787530990201,674.787530990201,674.787530990201,674.787530990201,674.787530990201,674.787530990201,674.787530990201,5,681.813478559168,681.813478559168,681.813478559168,681.813478559168,681.813478559168,681.813478559168,681.813478559168,681.813478559168,681.813478559168,681.813478559168,681.813478559168,681.813478559168,681.813478559168,681.813478559168,681.813478559168,4.61567037241184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,1,"2023-11-24_15h52.33.358","SELFtaskv6","2023.1.2",60.0569884298535,NA,3
5,"UNDESIRABLE","n",15,"b",-280,-360,"b",43,0,21,21,21,NA,NA,"",NA,1.934,450.680705694686,452.627401135746,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,452.627401135746,452.627401135746,452.627401135746,452.627401135746,452.627401135746,452.627401135746,452.627401135746,5,459.652605736454,459.652605736454,459.652605736454,459.652605736454,459.652605736454,459.652605736454,459.652605736454,459.652605736454,459.652605736454,459.652605736454,459.652605736454,459.652605736454,459.652605736454,459.652605736454,459.652605736454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,1,"2023-11-24_15h52.33.358","SELFtaskv6","2023.1.2",60.0569884298535,NA,2
50,"ORDINARY","n",30,"g",-160,0,"s",16,0,40,40,40,NA,NA,"",NA,2.651,713.672676688206,716.332190720976,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,716.332190720976,716.332190720976,716.332190720976,716.332190720976,716.332190720976,716.332190720976,716.332190720976,50,723.357761401392,723.357761401392,723.357761401392,723.357761401392,723.357761401392,723.357761401392,723.357761401392,723.357761401392,723.357761401392,723.357761401392,723.357761401392,723.357761401392,723.357761401392,723.357761401392,723.357761401392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,1,"2023-11-24_15h52.33.358","SELFtaskv6","2023.1.2",60.0569884298535,NA,3
50,"INTELLIGENT","p",65,"g",120,0,"s",17,0,35,35,35,NA,NA,"",NA,2.4,646.473020183039,648.883994552336,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,648.883994552336,648.883994552336,648.883994552336,648.883994552336,648.883994552336,648.883994552336,648.883994552336,50,655.909234708583,655.909234708583,655.909234708583,655.909234708583,655.909234708583,655.909234708583,655.909234708583,655.909234708583,655.909234708583,655.909234708583,655.909234708583,655.909234708583,655.909234708583,655.909234708583,655.909234708583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,1,"2023-11-24_15h52.33.358","SELFtaskv6","2023.1.2",60.0569884298535,NA,4
50,"INFERIOR","n",20,"g",-240,0,"s",18,0,17,17,17,NA,NA,"",NA,1.467,395.656282177748,397.132929024345,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,397.132929024345,397.132929024345,397.132929024345,397.132929024345,397.132929024345,397.132929024345,397.132929024345,50,404.160849498294,404.160849498294,404.160849498294,404.160849498294,404.160849498294,404.160849498294,404.160849498294,404.160849498294,404.160849498294,404.160849498294,404.160849498294,404.160849498294,404.160849498294,404.160849498294,404.160849498294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,1,"2023-11-24_15h52.33.358","SELFtaskv6","2023.1.2",60.0569884298535,NA,2
30,"ANNOYING","n",20,"g",-240,-160,"s",33,0,8,8,8,NA,NA,"",NA,2.217,273.339476474765,275.567188849353,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,275.567188849353,275.567188849353,275.567188849353,275.567188849353,275.567188849353,275.567188849353,275.567188849353,20,282.592032774817,282.592032774817,282.592032774817,282.592032774817,282.592032774817,282.592032774817,282.592032774817,282.592032774817,282.592032774817,282.592032774817,282.592032774817,282.592032774817,282.592032774817,282.592032774817,282.592032774817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,1,"2023-11-24_15h52.33.358","SELFtaskv6","2023.1.2",60.0569884298535,NA,2
5,"WEAK","n",15,"b",-280,-360,"b",44,0,10,10,10,NA,NA,"",NA,1.684,298.356995393144,300.049306695699,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,300.049306695699,300.049306695699,300.049306695699,300.049306695699,300.049306695699,300.049306695699,300.049306695699,5,307.072636524681,307.072636524681,307.072636524681,307.072636524681,307.072636524681,307.072636524681,307.072636524681,307.072636524681,307.072636524681,307.072636524681,307.072636524681,307.072636524681,307.072636524681,307.072636524681,307.072636524681,2.71462111463188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,1,"2023-11-24_15h52.33.358","SELFtaskv6","2023.1.2",60.0569884298535,NA,1
5,"NEEDY","n",25,"b",-200,-360,"b",45,0,11,11,11,NA,NA,"",NA,1.25,314.051975351205,315.308268110297,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,315.308268110297,315.308268110297,315.308268110297,315.308268110297,315.308268110297,315.308268110297,315.308268110297,5,322.333385102189,322.333385102189,322.333385102189,322.333385102189,322.333385102189,322.333385102189,322.333385102189,322.333385102189,322.333385102189,322.333385102189,322.333385102189,322.333385102189,322.333385102189,322.333385102189,322.333385102189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,1,"2023-11-24_15h52.33.358","SELFtaskv6","2023.1.2",60.0569884298535,NA,2
50,"HUMBLE","p",55,"g",40,0,"s",19,0,19,19,19,NA,NA,"",NA,1.367,419.710476478183,421.087325792148,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,421.087325792148,421.087325792148,421.087325792148,421.087325792148,421.087325792148,421.087325792148,421.087325792148,50,428.112861201487,428.112861201487,428.112861201487,428.112861201487,428.112861201487,428.112861201487,428.112861201487,428.112861201487,428.112861201487,428.112861201487,428.112861201487,428.112861201487,428.112861201487,428.112861201487,428.112861201487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,1,"2023-11-24_15h52.33.358","SELFtaskv6","2023.1.2",60.0569884298535,NA,3
50,"SUCCESSFUL","p",50,"g",0,0,"s",20,0,29,29,29,NA,NA,"",NA,1.067,557.110307461437,558.185866934742,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,558.185866934742,558.185866934742,558.185866934742,558.185866934742,558.185866934742,558.185866934742,558.185866934742,50,565.210173545114,565.210173545114,565.210173545114,565.210173545114,565.210173545114,565.210173545114,565.210173545114,565.210173545114,565.210173545114,565.210173545114,565.210173545114,565.210173545114,565.210173545114,565.210173545114,565.210173545114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,1,"2023-11-24_15h52.33.358","SELFtaskv6","2023.1.2",60.0569884298535,NA,5
