"parpre_rate","word","valence","base_rate","news_type","posit_brate","posit_1rate","con","optseq","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","scan.started","keyresp.started","keyresp.keys","keyresp.rt","jitter","polygon.started","polygon.stopped","resp1.keys","slider.response","slider.rt","Adjective_3.started","vowelcount.started","Adjective_4.started","vowelcount_2.started","resp.started","box_1.started","box_2.started","yes.started","no.started","resp.keys","resp.rt","Adjective2.started","text_own.started","rate_own.started","sign.started","text_base.started","num_base.started","sign_base.started","slider_score","Adjective.started","line_own_2.started","point_own_2.started","text_own_2.started","rate_own_2.started","sign_2.started","line_base_2.started","point_base_2.started","text_base_2.started","num_base_2.started","sign_base_2.started","dis_2.started","agree_2.started","resp1.started","slider.started","resp1.rt","Adjective_3.stopped","vowelcount.stopped","Adjective_4.stopped","vowelcount_2.stopped","resp.stopped","box_1.stopped","box_2.stopped","yes.stopped","no.stopped","note.started","participant","session","date","expName","psychopyVersion","frameRate","np"
30,"SELFISH","n",20,"g",-240,-160,"s",40,0,25,25,25,NA,NA,"",NA,1.05,486.9624488,488.0369744,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,488.0369744,488.0369744,488.0369744,488.0369744,488.0369744,488.0369744,488.0369744,10,495.0600511,495.0600511,495.0600511,495.0600511,495.0600511,495.0600511,495.0600511,495.0600511,495.0600511,495.0600511,495.0600511,495.0600511,495.0600511,495.0600511,495.0600511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,3
70,"CONFIDENT","p",60,"b",80,160,"b",8,0,5,5,5,NA,NA,"",NA,1.984,218.0286171,220.0306944,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,220.0306944,220.0306944,220.0306944,220.0306944,220.0306944,220.0306944,220.0306944,80,227.0536183,227.0536183,227.0536183,227.0536183,227.0536183,227.0536183,227.0536183,227.0536183,227.0536183,227.0536183,227.0536183,227.0536183,227.0536183,227.0536183,227.0536183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,4
60,"ENTHUSIASTIC","p",50,"b",0,80,"s",18,0,17,17,17,NA,NA,"",NA,1.467,380.3022982,381.7799552,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,381.7799552,381.7799552,381.7799552,381.7799552,381.7799552,381.7799552,381.7799552,60,388.8033963,388.8033963,388.8033963,388.8033963,388.8033963,388.8033963,388.8033963,388.8033963,388.8033963,388.8033963,388.8033963,388.8033963,388.8033963,388.8033963,388.8033963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,3
70,"AGREEABLE","p",55,"b",40,160,"b",9,0,27,27,27,NA,NA,"",NA,2.35,517.0972447,519.4600457,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,519.4600457,519.4600457,519.4600457,519.4600457,519.4600457,519.4600457,519.4600457,70,526.4817428,526.4817428,526.4817428,526.4817428,526.4817428,526.4817428,526.4817428,526.4817428,526.4817428,526.4817428,526.4817428,526.4817428,526.4817428,526.4817428,526.4817428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,4
60,"LAZY","n",30,"g",-160,80,"s",19,0,19,19,19,NA,NA,"",NA,1.367,404.3356351,405.7104594,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,405.7104594,405.7104594,405.7104594,405.7104594,405.7104594,405.7104594,405.7104594,60,412.7326393,412.7326393,412.7326393,412.7326393,412.7326393,412.7326393,412.7326393,412.7326393,412.7326393,412.7326393,412.7326393,412.7326393,412.7326393,412.7326393,412.7326393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,3
60,"INSECURE","n",35,"g",-120,80,"s",20,0,29,29,29,NA,NA,"",NA,1.067,541.7337136,542.8101447,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,542.8101447,542.8101447,542.8101447,542.8101447,542.8101447,542.8101447,542.8101447,50,549.8338219,549.8338219,549.8338219,549.8338219,549.8338219,549.8338219,549.8338219,549.8338219,549.8338219,549.8338219,549.8338219,549.8338219,549.8338219,549.8338219,549.8338219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,2
50,"TALENTED","p",55,"g",40,0,"s",27,0,58,58,58,NA,NA,"",NA,1.667,945.6507383,947.3339025,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,947.3339025,947.3339025,947.3339025,947.3339025,947.3339025,947.3339025,947.3339025,60,954.3563713,954.3563713,954.3563713,954.3563713,954.3563713,954.3563713,954.3563713,954.3563713,954.3563713,954.3563713,954.3563713,954.3563713,954.3563713,954.3563713,954.3563713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,5
50,"MOODY","n",45,"g",-40,0,"s",28,0,53,53,53,NA,NA,"",NA,2.634,871.9373195,874.5808657,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,874.5808657,874.5808657,874.5808657,874.5808657,874.5808657,874.5808657,874.5808657,40,881.6048137,881.6048137,881.6048137,881.6048137,881.6048137,881.6048137,881.6048137,881.6048137,881.6048137,881.6048137,881.6048137,881.6048137,881.6048137,881.6048137,881.6048137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,3
50,"WITTY","p",65,"g",120,0,"s",29,0,45,45,45,NA,NA,"",NA,2.901,763.9760751,766.8859594,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,766.8859594,766.8859594,766.8859594,766.8859594,766.8859594,766.8859594,766.8859594,60,773.9086353,773.9086353,773.9086353,773.9086353,773.9086353,773.9086353,773.9086353,773.9086353,773.9086353,773.9086353,773.9086353,773.9086353,773.9086353,773.9086353,773.9086353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,3
70,"EFFICIENT","p",40,"b",-80,160,"b",10,0,13,13,13,NA,NA,"",NA,1.3,322.9265141,324.2365474,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,324.2365474,324.2365474,324.2365474,324.2365474,324.2365474,324.2365474,324.2365474,80,331.2611749,331.2611749,331.2611749,331.2611749,331.2611749,331.2611749,331.2611749,331.2611749,331.2611749,331.2611749,331.2611749,331.2611749,331.2611749,331.2611749,331.2611749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,4
70,"COMPETENT","p",60,"b",80,160,"s",11,0,34,34,34,NA,NA,"",NA,2.534,614.5338738,617.0818378,"b","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,617.0818378,617.0818378,617.0818378,617.0818378,617.0818378,617.0818378,617.0818378,80,624.1033518,624.1033518,624.1033518,624.1033518,624.1033518,624.1033518,624.1033518,624.1033518,624.1033518,624.1033518,624.1033518,624.1033518,624.1033518,624.1033518,624.1033518,1.481242738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,4
30,"RESERVED","n",40,"b",-80,-160,"b",41,0,26,26,26,NA,NA,"",NA,1.05,502.0386307,503.0943084,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,503.0943084,503.0943084,503.0943084,503.0943084,503.0943084,503.0943084,503.0943084,40,510.1199892,510.1199892,510.1199892,510.1199892,510.1199892,510.1199892,510.1199892,510.1199892,510.1199892,510.1199892,510.1199892,510.1199892,510.1199892,510.1199892,510.1199892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,2
20,"GLOOMY","n",35,"b",-120,-240,"b",44,0,10,10,10,NA,NA,"",NA,1.684,283.0310286,284.7251456,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,284.7251456,284.7251456,284.7251456,284.7251456,284.7251456,284.7251456,284.7251456,15,291.7480408,291.7480408,291.7480408,291.7480408,291.7480408,291.7480408,291.7480408,291.7480408,291.7480408,291.7480408,291.7480408,291.7480408,291.7480408,291.7480408,291.7480408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,2
50,"ADMIRABLE","p",60,"g",80,0,"s",30,0,42,42,42,NA,NA,"",NA,2.017,730.9267524,732.9715874,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,732.9715874,732.9715874,732.9715874,732.9715874,732.9715874,732.9715874,732.9715874,50,739.9878397,739.9878397,739.9878397,739.9878397,739.9878397,739.9878397,739.9878397,739.9878397,739.9878397,739.9878397,739.9878397,739.9878397,739.9878397,739.9878397,739.9878397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,4
20,"ANXIOUS","n",30,"b",-160,-240,"b",45,0,11,11,11,NA,NA,"",NA,1.25,298.7238849,299.9845026,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,299.9845026,299.9845026,299.9845026,299.9845026,299.9845026,299.9845026,299.9845026,10,307.0106587,307.0106587,307.0106587,307.0106587,307.0106587,307.0106587,307.0106587,307.0106587,307.0106587,307.0106587,307.0106587,307.0106587,307.0106587,307.0106587,307.0106587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,1
30,"INDECISIVE","n",50,"b",0,-160,"b",42,0,37,37,37,NA,NA,"",NA,1.867,657.5167798,659.3945665,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,659.3945665,659.3945665,659.3945665,659.3945665,659.3945665,659.3945665,659.3945665,20,666.4179598,666.4179598,666.4179598,666.4179598,666.4179598,666.4179598,666.4179598,666.4179598,666.4179598,666.4179598,666.4179598,666.4179598,666.4179598,666.4179598,666.4179598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,2
40,"VULNERABLE","n",30,"g",-160,-80,"s",38,0,31,31,31,NA,NA,"",NA,2.25,572.9590935,575.2304119,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,575.2304119,575.2304119,575.2304119,575.2304119,575.2304119,575.2304119,575.2304119,30,582.2582201,582.2582201,582.2582201,582.2582201,582.2582201,582.2582201,582.2582201,582.2582201,582.2582201,582.2582201,582.2582201,582.2582201,582.2582201,582.2582201,582.2582201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,NA
70,"HAPPY","p",55,"b",40,160,"s",12,0,6,6,6,NA,NA,"",NA,1.9,234.0460325,235.9558963,"b","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,235.9558963,235.9558963,235.9558963,235.9558963,235.9558963,235.9558963,235.9558963,90,242.9775124,242.9775124,242.9775124,242.9775124,242.9775124,242.9775124,242.9775124,242.9775124,242.9775124,242.9775124,242.9775124,242.9775124,242.9775124,242.9775124,242.9775124,0.956478009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,4
50,"SUPPORTED","p",60,"g",80,0,"s",31,0,16,16,16,NA,NA,"",NA,2.35,363.9411001,366.3006131,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,366.3006131,366.3006131,366.3006131,366.3006131,366.3006131,366.3006131,366.3006131,65,373.3231323,373.3231323,373.3231323,373.3231323,373.3231323,373.3231323,373.3231323,373.3231323,373.3231323,373.3231323,373.3231323,373.3231323,373.3231323,373.3231323,373.3231323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,5
70,"INTERESTING","p",65,"b",120,160,"s",13,0,41,41,41,NA,NA,"",NA,1.984,714.9128977,716.9176203,"b","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,716.9176203,716.9176203,716.9176203,716.9176203,716.9176203,716.9176203,716.9176203,70,723.9413666,723.9413666,723.9413666,723.9413666,723.9413666,723.9413666,723.9413666,723.9413666,723.9413666,723.9413666,723.9413666,723.9413666,723.9413666,723.9413666,723.9413666,1.164004693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,5
60,"HUMOROUS","p",35,"b",-120,80,"s",21,0,20,20,20,NA,NA,"",NA,1.567,419.7203581,421.3062875,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,421.3062875,421.3062875,421.3062875,421.3062875,421.3062875,421.3062875,421.3062875,50,428.3292146,428.3292146,428.3292146,428.3292146,428.3292146,428.3292146,428.3292146,428.3292146,428.3292146,428.3292146,428.3292146,428.3292146,428.3292146,428.3292146,428.3292146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,3
70,"LUCKY","p",50,"b",0,160,"s",14,0,2,2,2,NA,NA,"",NA,1.217,179.2752654,180.5180237,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,180.5180237,180.5180237,180.5180237,180.5180237,180.5180237,180.5180237,180.5180237,80,187.5400693,187.5400693,187.5400693,187.5400693,187.5400693,187.5400693,187.5400693,187.5400693,187.5400693,187.5400693,187.5400693,187.5400693,187.5400693,187.5400693,187.5400693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,5
50,"SOCIABLE","p",55,"g",40,0,"s",32,0,46,46,46,NA,NA,"",NA,1,780.8938567,781.9256576,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,781.9256576,781.9256576,781.9256576,781.9256576,781.9256576,781.9256576,781.9256576,50,788.9392996,788.9392996,788.9392996,788.9392996,788.9392996,788.9392996,788.9392996,788.9392996,788.9392996,788.9392996,788.9392996,788.9392996,788.9392996,788.9392996,788.9392996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,3
70,"AMBITIOUS","p",40,"b",-80,160,"s",15,0,47,47,47,NA,NA,"",NA,1.517,795.9347931,797.4694781,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,797.4694781,797.4694781,797.4694781,797.4694781,797.4694781,797.4694781,797.4694781,80,804.4832048,804.4832048,804.4832048,804.4832048,804.4832048,804.4832048,804.4832048,804.4832048,804.4832048,804.4832048,804.4832048,804.4832048,804.4832048,804.4832048,804.4832048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,4
50,"UNHEALTHY","n",30,"g",-160,0,"s",33,0,8,8,8,NA,NA,"",NA,2.217,258.0465971,260.2746052,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,260.2746052,260.2746052,260.2746052,260.2746052,260.2746052,260.2746052,260.2746052,50,267.2992498,267.2992498,267.2992498,267.2992498,267.2992498,267.2992498,267.2992498,267.2992498,267.2992498,267.2992498,267.2992498,267.2992498,267.2992498,267.2992498,267.2992498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,3
60,"INATTENTIVE","n",35,"g",-120,80,"s",22,0,56,56,56,NA,NA,"",NA,1.617,914.4674532,916.0953671,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,916.0953671,916.0953671,916.0953671,916.0953671,916.0953671,916.0953671,916.0953671,50,923.1176124,923.1176124,923.1176124,923.1176124,923.1176124,923.1176124,923.1176124,923.1176124,923.1176124,923.1176124,923.1176124,923.1176124,923.1176124,923.1176124,923.1176124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,3
50,"PASSIVE","n",45,"g",-40,0,"s",34,0,1,1,1,NA,NA,"",NA,1.684,163.5632097,165.2584272,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,165.2584272,165.2584272,165.2584272,165.2584272,165.2584272,165.2584272,165.2584272,55,172.2870306,172.2870306,172.2870306,172.2870306,172.2870306,172.2870306,172.2870306,172.2870306,172.2870306,172.2870306,172.2870306,172.2870306,172.2870306,172.2870306,172.2870306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,3
70,"PRODUCTIVE","p",55,"b",40,160,"s",16,0,40,40,40,NA,NA,"",NA,2.651,698.229227,700.894817,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,700.894817,700.894817,700.894817,700.894817,700.894817,700.894817,700.894817,70,707.9157891,707.9157891,707.9157891,707.9157891,707.9157891,707.9157891,707.9157891,707.9157891,707.9157891,707.9157891,707.9157891,707.9157891,707.9157891,707.9157891,707.9157891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,4
50,"ORIGINAL","p",60,"g",80,0,"s",35,0,38,38,38,NA,NA,"",NA,1.15,673.396096,674.5587866,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,674.5587866,674.5587866,674.5587866,674.5587866,674.5587866,674.5587866,674.5587866,50,681.5771884,681.5771884,681.5771884,681.5771884,681.5771884,681.5771884,681.5771884,681.5771884,681.5771884,681.5771884,681.5771884,681.5771884,681.5771884,681.5771884,681.5771884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,3
50,"BRILLIANT","p",55,"g",40,0,"s",36,0,15,15,15,NA,NA,"",NA,1.7,348.2114537,349.9206511,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,349.9206511,349.9206511,349.9206511,349.9206511,349.9206511,349.9206511,349.9206511,50,356.9442341,356.9442341,356.9442341,356.9442341,356.9442341,356.9442341,356.9442341,356.9442341,356.9442341,356.9442341,356.9442341,356.9442341,356.9442341,356.9442341,356.9442341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,"2023-10-27_14h11.44.750","SELFtaskv6","2023.1.2",60.00353301,5
