"parpre_rate","word","valence","base_rate","news_type","posit_brate","posit_1rate","con","optseq","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","thisRow.t","notes","wait.started","scan.started","keyresp.started","wait.stopped","keyresp.keys","keyresp.rt","keyresp.duration","j1.started","jitter","polygon.started","polygon.stopped","j1.stopped","belief_pound.started","belief_pound.stopped","belief_rate.started","belief_rate.stopped","resp1.keys","slider.response","slider.rt","count_pound.started","Adjective_3.started","vowelcount.started","count_pound.stopped","vowel_choose.started","Adjective_4.started","vowelcount_2.started","resp.started","box_1.started","box_2.started","yes.started","no.started","vowel_choose.stopped","resp.keys","resp.rt","resp.duration","Adjective2.started","text_own.started","rate_own.started","sign.started","text_base.started","num_base.started","sign_base.started","slider_score","Adjective.started","line_own_2.started","point_own_2.started","text_own_2.started","rate_own_2.started","sign_2.started","line_base_2.started","point_base_2.started","text_base_2.started","num_base_2.started","sign_base_2.started","dis_2.started","agree_2.started","resp1.started","slider.started","resp1.rt","resp1.duration","Adjective_3.stopped","vowelcount.stopped","Adjective_4.stopped","vowelcount_2.stopped","resp.stopped","box_1.stopped","box_2.stopped","yes.stopped","no.stopped","complete.started","note.started","complete.stopped","participant","session","date","expName","psychopyVersion","frameRate","expStart","X","np"
60,"CREATIVE","p",65,"g",120,80,"s",21,0,20,20,20,408.184492999979,NA,NA,NA,NA,NA,"",NA,"",408.183001599973,1.567,408.184492999979,409.760324399977,409.746720499999,409.746730399958,416.753917199967,416.753923499957,423.760813199973,"None","None","None",423.760903299961,NA,NA,423.766448999988,423.766457099991,NA,NA,NA,NA,NA,NA,NA,423.767324099957,"None",NA,"",409.760324399977,409.760324399977,409.760324399977,409.760324399977,409.760324399977,409.760324399977,409.760324399977,80,416.773018500011,416.773018500011,416.773018500011,416.773018500011,416.773018500011,416.773018500011,416.773018500011,416.773018500011,416.773018500011,416.773018500011,416.773018500011,416.773018500011,416.773018500011,416.773018500011,416.773018500011,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,1,"2024-03-22_14h41.16.846","SELFtaskv6","2023.2.3",120.078435216053,"2024-03-22 14h41.23.128640 +1100",NA,3
60,"ANXIOUS","n",70,"b",160,80,"s",22,0,56,56,56,902.351938700012,NA,NA,NA,NA,NA,"",NA,"",902.3438723,1.617,902.351938700012,903.975632799964,903.960256599996,903.960266599956,910.967602199991,910.967609099986,917.963354100008,"None","None","None",917.963442099979,NA,NA,917.96853339998,917.968541399983,NA,NA,NA,NA,NA,NA,NA,917.969390699989,"None",NA,"",903.975632799964,903.975632799964,903.975632799964,903.975632799964,903.975632799964,903.975632799964,903.975632799964,50,910.990145699994,910.990145699994,910.990145699994,910.990145699994,910.990145699994,910.990145699994,910.990145699994,910.990145699994,910.990145699994,910.990145699994,910.990145699994,910.990145699994,910.990145699994,910.990145699994,910.990145699994,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,1,"2024-03-22_14h41.16.846","SELFtaskv6","2023.2.3",120.078435216053,"2024-03-22 14h41.23.128640 +1100",NA,3
45,"INDECISIVE","n",55,"b",40,-40,"s",39,0,33,33,33,586.066198799992,NA,NA,NA,NA,NA,"",NA,"",586.058090700011,2.684,586.066198799992,588.7647765,588.749384699971,588.749394699989,595.756700999977,595.75670779997,602.757838499965,"None","None","None",602.757925099984,NA,NA,602.763899099955,602.763907599961,NA,NA,NA,NA,NA,NA,NA,602.764883299998,"None",NA,"",588.7647765,588.7647765,588.7647765,588.7647765,588.7647765,588.7647765,588.7647765,50,595.775893999962,595.775893999962,595.775893999962,595.775893999962,595.775893999962,595.775893999962,595.775893999962,595.775893999962,595.775893999962,595.775893999962,595.775893999962,595.775893999962,595.775893999962,595.775893999962,595.775893999962,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,1,"2024-03-22_14h41.16.846","SELFtaskv6","2023.2.3",120.078435216053,"2024-03-22 14h41.23.128640 +1100",NA,3
55,"SUPPORTED","p",60,"g",80,40,"s",28,0,53,53,53,859.873817899963,NA,NA,NA,NA,NA,"",NA,"",859.865982899966,2.634,859.873817899963,862.516971500008,862.498938300007,862.49894879997,869.505977499997,869.505984499992,876.503904699988,"None","None","None",876.503999899956,NA,NA,876.510475699964,876.51048279996,NA,NA,NA,NA,NA,NA,NA,876.511417399975,"None",NA,"",862.516971500008,862.516971500008,862.516971500008,862.516971500008,862.516971500008,862.516971500008,862.516971500008,50,869.52481219999,869.52481219999,869.52481219999,869.52481219999,869.52481219999,869.52481219999,869.52481219999,869.52481219999,869.52481219999,869.52481219999,869.52481219999,869.52481219999,869.52481219999,869.52481219999,869.52481219999,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,1,"2024-03-22_14h41.16.846","SELFtaskv6","2023.2.3",120.078435216053,"2024-03-22 14h41.23.128640 +1100",NA,3
60,"INTERESTING","p",70,"g",160,80,"s",25,0,54,54,54,876.513900199963,NA,NA,NA,NA,NA,"",NA,"",876.511551700009,2.167,876.513900199963,878.687972299987,878.672078099975,878.6720891,885.679083499999,885.679090099991,892.679212699994,"None","None","None",892.67930139997,NA,NA,892.682979899982,892.682987899985,NA,NA,NA,NA,NA,NA,NA,892.683944999997,"None",NA,"",878.687972299987,878.687972299987,878.687972299987,878.687972299987,878.687972299987,878.687972299987,878.687972299987,70,885.69678529998,885.69678529998,885.69678529998,885.69678529998,885.69678529998,885.69678529998,885.69678529998,885.69678529998,885.69678529998,885.69678529998,885.69678529998,885.69678529998,885.69678529998,885.69678529998,885.69678529998,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,1,"2024-03-22_14h41.16.846","SELFtaskv6","2023.2.3",120.078435216053,"2024-03-22 14h41.23.128640 +1100",NA,3
50,"HUMOROUS","p",35,"b",-120,0,"s",38,0,31,31,31,561.227959999989,NA,NA,NA,NA,NA,"",NA,"",561.22510879999,2.25,561.227959999989,563.484237600002,563.469288499968,563.469298899989,570.476516499999,570.476522799989,577.478016400011,"None","None","None",577.478103399975,NA,NA,577.481930999958,577.481938999961,NA,NA,NA,NA,NA,NA,NA,577.48320909997,"None",NA,"",563.484237600002,563.484237600002,563.484237600002,563.484237600002,563.484237600002,563.484237600002,563.484237600002,50,570.494398399955,570.494398399955,570.494398399955,570.494398399955,570.494398399955,570.494398399955,570.494398399955,570.494398399955,570.494398399955,570.494398399955,570.494398399955,570.494398399955,570.494398399955,570.494398399955,570.494398399955,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,1,"2024-03-22_14h41.16.846","SELFtaskv6","2023.2.3",120.078435216053,"2024-03-22 14h41.23.128640 +1100",NA,5
70,"SOCIABLE","p",55,"b",40,160,"b",9,0,27,27,27,505.43598770001,NA,NA,NA,NA,NA,"",NA,"",505.434526600002,2.35,505.43598770001,507.799584099965,507.784395199968,507.784405699989,514.791746900009,514.791753800004,521.798618700006,"None","None","None",521.798706299975,NA,NA,521.802513099974,521.802520999976,NA,NA,NA,NA,NA,NA,NA,521.80338539998,"None",NA,"",507.799584099965,507.799584099965,507.799584099965,507.799584099965,507.799584099965,507.799584099965,507.799584099965,60,514.811927000002,514.811927000002,514.811927000002,514.811927000002,514.811927000002,514.811927000002,514.811927000002,514.811927000002,514.811927000002,514.811927000002,514.811927000002,514.811927000002,514.811927000002,514.811927000002,514.811927000002,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,1,"2024-03-22_14h41.16.846","SELFtaskv6","2023.2.3",120.078435216053,"2024-03-22 14h41.23.128640 +1100",NA,4
65,"AMBITIOUS","p",50,"b",0,120,"s",14,0,2,2,2,168.039845699968,NA,NA,NA,NA,NA,"",NA,"",168.038344500004,1.217,168.039845699968,169.267953699979,169.251598600007,169.251608099963,176.258781899989,176.25878829998,183.25943440001,"None","None","None",183.259521099972,NA,NA,183.263828199997,183.263836099999,NA,NA,NA,NA,NA,NA,NA,183.264904699987,"None",NA,"",169.267953699979,169.267953699979,169.267953699979,169.267953699979,169.267953699979,169.267953699979,169.267953699979,80,176.278582400002,176.278582400002,176.278582400002,176.278582400002,176.278582400002,176.278582400002,176.278582400002,176.278582400002,176.278582400002,176.278582400002,176.278582400002,176.278582400002,176.278582400002,176.278582400002,176.278582400002,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,1,"2024-03-22_14h41.16.846","SELFtaskv6","2023.2.3",120.078435216053,"2024-03-22 14h41.23.128640 +1100",NA,4
45,"UNHEALTHY","n",40,"g",-80,-40,"s",40,0,25,25,25,475.321633799991,NA,NA,NA,NA,NA,"",NA,"",475.313540700008,1.05,475.321633799991,476.377671999973,476.36350159999,476.363512299955,483.370659500011,483.370667200012,490.367268799979,"a","None","None",490.367381999968,NA,NA,490.37223519996,490.372243199963,NA,NA,NA,NA,NA,NA,NA,490.373226600001,"None",NA,"",476.377671999973,476.377671999973,476.377671999973,476.377671999973,476.377671999973,476.377671999973,476.377671999973,30,483.391537999967,483.391537999967,483.391537999967,483.391537999967,483.391537999967,483.391537999967,483.391537999967,483.391537999967,483.391537999967,483.391537999967,483.391537999967,483.391537999967,483.391537999967,483.391537999967,483.391537999967,5.60575430002064,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,1,"2024-03-22_14h41.16.846","SELFtaskv6","2023.2.3",120.078435216053,"2024-03-22 14h41.23.128640 +1100",NA,3
55,"INATTENTIVE","n",35,"g",-120,40,"s",29,0,45,45,45,752.037297000003,NA,NA,NA,NA,NA,"",NA,"",752.029205599974,2.901,752.037297000003,754.953997300006,754.937072300003,754.937083599973,761.94440659997,761.944412599958,768.938234400004,"None","None","None",768.938323499984,NA,NA,768.943781199981,768.94378999999,NA,NA,NA,NA,NA,NA,NA,768.944767699984,"None",NA,"",754.953997300006,754.953997300006,754.953997300006,754.953997300006,754.953997300006,754.953997300006,754.953997300006,60,761.962329400005,761.962329400005,761.962329400005,761.962329400005,761.962329400005,761.962329400005,761.962329400005,761.962329400005,761.962329400005,761.962329400005,761.962329400005,761.962329400005,761.962329400005,761.962329400005,761.962329400005,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,1,"2024-03-22_14h41.16.846","SELFtaskv6","2023.2.3",120.078435216053,"2024-03-22 14h41.23.128640 +1100",NA,3
55,"PRODUCTIVE","p",60,"g",80,40,"s",31,0,16,16,16,352.445273199992,NA,NA,NA,NA,NA,"",NA,"",352.442503399972,2.35,352.445273199992,354.801299999992,354.786955499963,354.786965999985,361.793992799998,361.793999499991,368.791482599976,"None","None","None",368.791571500013,NA,NA,368.798463499988,368.798471499991,NA,NA,NA,NA,NA,NA,NA,368.799515799969,"None",NA,"",354.801299999992,354.801299999992,354.801299999992,354.801299999992,354.801299999992,354.801299999992,354.801299999992,50,361.8133409,361.8133409,361.8133409,361.8133409,361.8133409,361.8133409,361.8133409,361.8133409,361.8133409,361.8133409,361.8133409,361.8133409,361.8133409,361.8133409,361.8133409,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,1,"2024-03-22_14h41.16.846","SELFtaskv6","2023.2.3",120.078435216053,"2024-03-22 14h41.23.128640 +1100",NA,4
60,"ORIGINAL","p",55,"b",0,80,"s",26,0,57,57,57,917.970997900004,NA,NA,NA,NA,NA,"",NA,"",917.969526199973,1.517,917.970997900004,919.496262000001,919.483356099983,919.48336720001,926.490835300006,926.490842800005,933.492031699978,"None","None","None",933.492122899974,NA,NA,933.49593819998,933.495947099989,NA,NA,NA,NA,NA,NA,NA,933.497082499962,"None",NA,"",919.496262000001,919.496262000001,919.496262000001,919.496262000001,919.496262000001,919.496262000001,919.496262000001,50,926.510433599993,926.510433599993,926.510433599993,926.510433599993,926.510433599993,926.510433599993,926.510433599993,926.510433599993,926.510433599993,926.510433599993,926.510433599993,926.510433599993,926.510433599993,926.510433599993,926.510433599993,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,1,"2024-03-22_14h41.16.846","SELFtaskv6","2023.2.3",120.078435216053,"2024-03-22 14h41.23.128640 +1100",NA,4
65,"BRILLIANT","p",55,"b",80,120,"s",15,0,47,47,47,783.959736899997,NA,NA,NA,NA,NA,"",NA,"",783.958299099992,1.517,783.959736899997,785.489850599959,785.475097299961,785.475107799983,792.482281900011,792.482289100008,799.483384399966,"None","None","None",799.483475599962,NA,NA,799.489213699999,799.489223100012,NA,NA,NA,NA,NA,NA,NA,799.49014519999,"None",NA,"",785.489850599959,785.489850599959,785.489850599959,785.489850599959,785.489850599959,785.489850599959,785.489850599959,50,792.499960899993,792.499960899993,792.499960899993,792.499960899993,792.499960899993,792.499960899993,792.499960899993,792.499960899993,792.499960899993,792.499960899993,792.499960899993,792.499960899993,792.499960899993,792.499960899993,792.499960899993,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,1,"2024-03-22_14h41.16.846","SELFtaskv6","2023.2.3",120.078435216053,"2024-03-22 14h41.23.128640 +1100",NA,4
