"parpre_rate","word","valence","base_rate","news_type","posit_brate","posit_1rate","con","optseq","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","scan.started","keyresp.started","keyresp.keys","keyresp.rt","jitter","polygon.started","polygon.stopped","resp1.keys","slider.response","slider.rt","Adjective_3.started","vowelcount.started","Adjective_4.started","vowelcount_2.started","resp.started","box_1.started","box_2.started","yes.started","no.started","resp.keys","resp.rt","Adjective2.started","text_own.started","rate_own.started","sign.started","text_base.started","num_base.started","sign_base.started","slider_score","Adjective.started","line_own_2.started","point_own_2.started","text_own_2.started","rate_own_2.started","sign_2.started","line_base_2.started","point_base_2.started","text_base_2.started","num_base_2.started","sign_base_2.started","dis_2.started","agree_2.started","resp1.started","slider.started","Adjective_3.stopped","vowelcount.stopped","Adjective_4.stopped","vowelcount_2.stopped","resp.stopped","box_1.stopped","box_2.stopped","yes.stopped","no.stopped","resp1.rt","note.started","note.stopped","participant","session","date","expName","psychopyVersion","frameRate","X","np"
20,"VULNERABLE","n",35,"b",-120,-240,"b",41,0,26,26,26,NA,NA,"",NA,1.05,495.214059699996,496.277262700009,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,496.277262700009,496.277262700009,496.277262700009,496.277262700009,496.277262700009,496.277262700009,496.277262700009,15,503.287476800004,503.287476800004,503.287476800004,503.287476800004,503.287476800004,503.287476800004,503.287476800004,503.287476800004,503.287476800004,503.287476800004,503.287476800004,503.287476800004,503.287476800004,503.287476800004,503.287476800004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,1,"2024-02-02_16h27.44.710","SELFtaskv6","2023.1.0",120.0403815914,NA,2
70,"SUPPORTED","p",75,"g",200,160,"s",15,0,47,47,47,NA,NA,"",NA,1.517,788.781812800007,790.306870500004,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,790.306870500004,790.306870500004,790.306870500004,790.306870500004,790.306870500004,790.306870500004,790.306870500004,85,797.318617600002,797.318617600002,797.318617600002,797.318617600002,797.318617600002,797.318617600002,797.318617600002,797.318617600002,797.318617600002,797.318617600002,797.318617600002,797.318617600002,797.318617600002,797.318617600002,797.318617600002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,1,"2024-02-02_16h27.44.710","SELFtaskv6","2023.1.0",120.0403815914,NA,4
30,"INTERESTING","p",50,"g",0,-160,"s",35,0,38,38,38,NA,NA,"",NA,1.15,666.402203799997,667.566555600002,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,667.566555600002,667.566555600002,667.566555600002,667.566555600002,667.566555600002,667.566555600002,667.566555600002,20,674.574301300003,674.574301300003,674.574301300003,674.574301300003,674.574301300003,674.574301300003,674.574301300003,674.574301300003,674.574301300003,674.574301300003,674.574301300003,674.574301300003,674.574301300003,674.574301300003,674.574301300003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,1,"2024-02-02_16h27.44.710","SELFtaskv6","2023.1.0",120.0403815914,NA,3
85,"AMBITIOUS","p",60,"b",80,280,"b",6,0,4,4,4,NA,NA,"",NA,1.417,196.164520599996,197.587761000003,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,197.587761000003,197.587761000003,197.587761000003,197.587761000003,197.587761000003,197.587761000003,197.587761000003,85,204.600015600008,204.600015600008,204.600015600008,204.600015600008,204.600015600008,204.600015600008,204.600015600008,204.600015600008,204.600015600008,204.600015600008,204.600015600008,204.600015600008,204.600015600008,204.600015600008,204.600015600008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,1,"2024-02-02_16h27.44.710","SELFtaskv6","2023.1.0",120.0403815914,NA,4
20,"UNHEALTHY","n",35,"b",-120,-240,"b",42,0,37,37,37,NA,NA,"",NA,1.867,650.525819300005,652.401276100005,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,652.401276100005,652.401276100005,652.401276100005,652.401276100005,652.401276100005,652.401276100005,652.401276100005,10,659.411796700006,659.411796700006,659.411796700006,659.411796700006,659.411796700006,659.411796700006,659.411796700006,659.411796700006,659.411796700006,659.411796700006,659.411796700006,659.411796700006,659.411796700006,659.411796700006,659.411796700006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,1,"2024-02-02_16h27.44.710","SELFtaskv6","2023.1.0",120.0403815914,NA,2
30,"INATTENTIVE","n",45,"b",-40,-160,"s",36,0,15,15,15,NA,NA,"",NA,1.7,341.5969281,343.305287099996,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,343.305287099996,343.305287099996,343.305287099996,343.305287099996,343.305287099996,343.305287099996,343.305287099996,35,350.314520900007,350.314520900007,350.314520900007,350.314520900007,350.314520900007,350.314520900007,350.314520900007,350.314520900007,350.314520900007,350.314520900007,350.314520900007,350.314520900007,350.314520900007,350.314520900007,350.314520900007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,1,"2024-02-02_16h27.44.710","SELFtaskv6","2023.1.0",120.0403815914,NA,2
50,"PASSIVE","n",40,"g",-80,0,"s",25,0,54,54,54,NA,NA,"",NA,2.167,881.330594200001,883.501809699999,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,883.501809699999,883.501809699999,883.501809699999,883.501809699999,883.501809699999,883.501809699999,883.501809699999,50,890.514843199999,890.514843199999,890.514843199999,890.514843199999,890.514843199999,890.514843199999,890.514843199999,890.514843199999,890.514843199999,890.514843199999,890.514843199999,890.514843199999,890.514843199999,890.514843199999,890.514843199999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,1,"2024-02-02_16h27.44.710","SELFtaskv6","2023.1.0",120.0403815914,NA,3
60,"PRODUCTIVE","p",50,"b",0,80,"s",16,0,40,40,40,NA,NA,"",NA,2.651,691.212605399996,693.879226999998,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,693.879226999998,693.879226999998,693.879226999998,693.879226999998,693.879226999998,693.879226999998,693.879226999998,60,700.889583600001,700.889583600001,700.889583600001,700.889583600001,700.889583600001,700.889583600001,700.889583600001,700.889583600001,700.889583600001,700.889583600001,700.889583600001,700.889583600001,700.889583600001,700.889583600001,700.889583600001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,1,"2024-02-02_16h27.44.710","SELFtaskv6","2023.1.0",120.0403815914,NA,5
50,"ORIGINAL","p",55,"g",40,0,"s",26,0,57,57,57,NA,NA,"",NA,1.517,922.783975400002,924.306330200008,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,924.306330200008,924.306330200008,924.306330200008,924.306330200008,924.306330200008,924.306330200008,924.306330200008,50,931.319658299995,931.319658299995,931.319658299995,931.319658299995,931.319658299995,931.319658299995,931.319658299995,931.319658299995,931.319658299995,931.319658299995,931.319658299995,931.319658299995,931.319658299995,931.319658299995,931.319658299995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,1,"2024-02-02_16h27.44.710","SELFtaskv6","2023.1.0",120.0403815914,NA,3
60,"BRILLIANT","p",65,"g",120,80,"s",17,0,35,35,35,NA,NA,"",NA,2.4,624.137135800003,626.540053899997,"b","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,626.540053899997,626.540053899997,626.540053899997,626.540053899997,626.540053899997,626.540053899997,626.540053899997,70,633.55533660001,633.55533660001,633.55533660001,633.55533660001,633.55533660001,633.55533660001,633.55533660001,633.55533660001,633.55533660001,633.55533660001,633.55533660001,633.55533660001,633.55533660001,633.55533660001,633.55533660001,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60364270000719,NA,NA,347,1,"2024-02-02_16h27.44.710","SELFtaskv6","2023.1.0",120.0403815914,NA,4
