"parpre_rate","word","valence","base_rate","news_type","posit_brate","posit_1rate","con","optseq","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","scan.started","keyresp.started","keyresp.keys","keyresp.rt","jitter","polygon.started","polygon.stopped","resp1.keys","slider.response","slider.rt","Adjective_3.started","vowelcount.started","Adjective_4.started","vowelcount_2.started","resp.started","box_1.started","box_2.started","yes.started","no.started","resp.keys","resp.rt","Adjective2.started","text_own.started","rate_own.started","sign.started","text_base.started","num_base.started","sign_base.started","slider_score","Adjective.started","line_own_2.started","point_own_2.started","text_own_2.started","rate_own_2.started","sign_2.started","line_base_2.started","point_base_2.started","text_base_2.started","num_base_2.started","sign_base_2.started","dis_2.started","agree_2.started","resp1.started","slider.started","resp1.rt","note.started","participant","session","date","expName","psychopyVersion","frameRate","np"
65,"BORING","n",30,"g",-160,120,"s",21,0,20,20,20,NA,NA,"",NA,1.567,419.1228336,420.7060785,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,420.7060785,420.7060785,420.7060785,420.7060785,420.7060785,420.7060785,420.7060785,55,427.7246081,427.7246081,427.7246081,427.7246081,427.7246081,427.7246081,427.7246081,427.7246081,427.7246081,427.7246081,427.7246081,427.7246081,427.7246081,427.7246081,427.7246081,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,3
75,"VALUABLE","p",50,"b",0,200,"s",14,0,2,2,2,NA,NA,"",NA,1.217,178.7335877,179.9672266,"b","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,179.9672266,179.9672266,179.9672266,179.9672266,179.9672266,179.9672266,179.9672266,75,186.9903548,186.9903548,186.9903548,186.9903548,186.9903548,186.9903548,186.9903548,186.9903548,186.9903548,186.9903548,186.9903548,186.9903548,186.9903548,186.9903548,186.9903548,1.513039499,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,4
60,"CONFIDENT","p",55,"b",40,80,"s",26,0,57,57,57,NA,NA,"",NA,1.517,929.2462867,930.7782466,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,930.7782466,930.7782466,930.7782466,930.7782466,930.7782466,930.7782466,930.7782466,65,937.8043751,937.8043751,937.8043751,937.8043751,937.8043751,937.8043751,937.8043751,937.8043751,937.8043751,937.8043751,937.8043751,937.8043751,937.8043751,937.8043751,937.8043751,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,4
80,"ENTHUSIASTIC","p",60,"b",80,240,"b",8,0,5,5,5,NA,NA,"",NA,1.984,217.4541345,219.4538475,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,219.4538475,219.4538475,219.4538475,219.4538475,219.4538475,219.4538475,219.4538475,80,226.4748873,226.4748873,226.4748873,226.4748873,226.4748873,226.4748873,226.4748873,226.4748873,226.4748873,226.4748873,226.4748873,226.4748873,226.4748873,226.4748873,226.4748873,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,4
75,"LAZY","n",50,"g",0,200,"s",15,0,47,47,47,NA,NA,"",NA,1.517,795.1300224,796.6606377,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,796.6606377,796.6606377,796.6606377,796.6606377,796.6606377,796.6606377,796.6606377,75,803.6840799,803.6840799,803.6840799,803.6840799,803.6840799,803.6840799,803.6840799,803.6840799,803.6840799,803.6840799,803.6840799,803.6840799,803.6840799,803.6840799,803.6840799,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,2
35,"INSECURE","n",35,"b",-120,-120,"s",37,0,23,23,23,NA,NA,"",NA,2.934,459.8147314,462.7653704,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,462.7653704,462.7653704,462.7653704,462.7653704,462.7653704,462.7653704,462.7653704,35,469.7856911,469.7856911,469.7856911,469.7856911,469.7856911,469.7856911,469.7856911,469.7856911,469.7856911,469.7856911,469.7856911,469.7856911,469.7856911,469.7856911,469.7856911,0.534647883,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,2
50,"TALENTED","p",55,"g",40,0,"s",31,0,16,16,16,NA,NA,"",NA,2.35,363.3272498,365.6896282,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,365.6896282,365.6896282,365.6896282,365.6896282,365.6896282,365.6896282,365.6896282,55,372.7095459,372.7095459,372.7095459,372.7095459,372.7095459,372.7095459,372.7095459,372.7095459,372.7095459,372.7095459,372.7095459,372.7095459,372.7095459,372.7095459,372.7095459,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,4
25,"MOODY","n",35,"b",-120,-200,"b",42,0,37,37,37,NA,NA,"",NA,1.867,656.7639746,658.6468626,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,658.6468626,658.6468626,658.6468626,658.6468626,658.6468626,658.6468626,658.6468626,25,665.6640877,665.6640877,665.6640877,665.6640877,665.6640877,665.6640877,665.6640877,665.6640877,665.6640877,665.6640877,665.6640877,665.6640877,665.6640877,665.6640877,665.6640877,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,2
75,"PATIENT","p",50,"b",0,200,"s",16,0,40,40,40,NA,NA,"",NA,2.651,697.5020477,700.1678395,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,700.1678395,700.1678395,700.1678395,700.1678395,700.1678395,700.1678395,700.1678395,75,707.1896888,707.1896888,707.1896888,707.1896888,707.1896888,707.1896888,707.1896888,707.1896888,707.1896888,707.1896888,707.1896888,707.1896888,707.1896888,707.1896888,707.1896888,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,4
75,"WITTY","p",65,"b",120,200,"s",17,0,35,35,35,NA,NA,"",NA,2.4,630.3410351,632.7576474,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,632.7576474,632.7576474,632.7576474,632.7576474,632.7576474,632.7576474,632.7576474,75,639.7759964,639.7759964,639.7759964,639.7759964,639.7759964,639.7759964,639.7759964,639.7759964,639.7759964,639.7759964,639.7759964,639.7759964,639.7759964,639.7759964,639.7759964,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,5
80,"EFFICIENT","p",50,"b",0,240,"b",9,0,27,27,27,NA,NA,"",NA,2.35,516.4233468,518.7875861,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,518.7875861,518.7875861,518.7875861,518.7875861,518.7875861,518.7875861,518.7875861,80,525.806513,525.806513,525.806513,525.806513,525.806513,525.806513,525.806513,525.806513,525.806513,525.806513,525.806513,525.806513,525.806513,525.806513,525.806513,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,4
75,"COMPETENT","p",60,"b",80,200,"s",18,0,17,17,17,NA,NA,"",NA,1.467,379.7012649,381.1832556,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,381.1832556,381.1832556,381.1832556,381.1832556,381.1832556,381.1832556,381.1832556,75,388.2104954,388.2104954,388.2104954,388.2104954,388.2104954,388.2104954,388.2104954,388.2104954,388.2104954,388.2104954,388.2104954,388.2104954,388.2104954,388.2104954,388.2104954,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,4
50,"RESERVED","n",35,"g",-120,0,"s",32,0,46,46,46,NA,NA,"",NA,1,780.108703,781.1270525,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,781.1270525,781.1270525,781.1270525,781.1270525,781.1270525,781.1270525,781.1270525,55,788.1454916,788.1454916,788.1454916,788.1454916,788.1454916,788.1454916,788.1454916,788.1454916,788.1454916,788.1454916,788.1454916,788.1454916,788.1454916,788.1454916,788.1454916,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,3
35,"GLOOMY","n",25,"g",-200,-120,"s",38,0,31,31,31,NA,NA,"",NA,2.25,572.2499273,574.5155335,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,574.5155335,574.5155335,574.5155335,574.5155335,574.5155335,574.5155335,574.5155335,30,581.534484,581.534484,581.534484,581.534484,581.534484,581.534484,581.534484,581.534484,581.534484,581.534484,581.534484,581.534484,581.534484,581.534484,581.534484,1.947733633,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,2
50,"ADMIRABLE","p",50,"g",0,0,"s",33,0,8,8,8,NA,NA,"",NA,2.217,257.4525277,259.6858565,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,259.6858565,259.6858565,259.6858565,259.6858565,259.6858565,259.6858565,259.6858565,55,266.7076447,266.7076447,266.7076447,266.7076447,266.7076447,266.7076447,266.7076447,266.7076447,266.7076447,266.7076447,266.7076447,266.7076447,266.7076447,266.7076447,266.7076447,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,4
50,"CREATIVE","p",70,"g",160,0,"s",34,0,1,1,1,NA,NA,"",NA,1.684,163.0225519,164.723604,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,164.723604,164.723604,164.723604,164.723604,164.723604,164.723604,164.723604,60,171.753306,171.753306,171.753306,171.753306,171.753306,171.753306,171.753306,171.753306,171.753306,171.753306,171.753306,171.753306,171.753306,171.753306,171.753306,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,4
30,"ANXIOUS","n",40,"b",-80,-160,"s",40,0,25,25,25,NA,NA,"",NA,1.05,486.2968626,487.3671437,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,487.3671437,487.3671437,487.3671437,487.3671437,487.3671437,487.3671437,487.3671437,25,494.3823012,494.3823012,494.3823012,494.3823012,494.3823012,494.3823012,494.3823012,494.3823012,494.3823012,494.3823012,494.3823012,494.3823012,494.3823012,494.3823012,494.3823012,3.83327123,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,3
65,"VULNERABLE","n",35,"g",-120,120,"s",22,0,56,56,56,NA,NA,"",NA,1.617,913.6145819,915.2465379,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,915.2465379,915.2465379,915.2465379,915.2465379,915.2465379,915.2465379,915.2465379,60,922.2677034,922.2677034,922.2677034,922.2677034,922.2677034,922.2677034,922.2677034,922.2677034,922.2677034,922.2677034,922.2677034,922.2677034,922.2677034,922.2677034,922.2677034,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,NA
80,"HAPPY","p",65,"b",120,240,"b",10,0,13,13,13,NA,NA,"",NA,1.3,322.3153677,323.6311041,"b","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,323.6311041,323.6311041,323.6311041,323.6311041,323.6311041,323.6311041,323.6311041,80,330.655479,330.655479,330.655479,330.655479,330.655479,330.655479,330.655479,330.655479,330.655479,330.655479,330.655479,330.655479,330.655479,330.655479,330.655479,2.078970573,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,5
80,"SUPPORTED","p",55,"b",40,240,"s",11,0,34,34,34,NA,NA,"",NA,2.534,613.7964579,616.3459842,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,616.3459842,616.3459842,616.3459842,616.3459842,616.3459842,616.3459842,616.3459842,80,623.3697979,623.3697979,623.3697979,623.3697979,623.3697979,623.3697979,623.3697979,623.3697979,623.3697979,623.3697979,623.3697979,623.3697979,623.3697979,623.3697979,623.3697979,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,5
65,"HUMOROUS","p",65,"g",120,120,"s",23,0,50,50,50,NA,NA,"",NA,1.167,829.76425,830.9443163,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,830.9443163,830.9443163,830.9443163,830.9443163,830.9443163,830.9443163,830.9443163,65,837.9694089,837.9694089,837.9694089,837.9694089,837.9694089,837.9694089,837.9694089,837.9694089,837.9694089,837.9694089,837.9694089,837.9694089,837.9694089,837.9694089,837.9694089,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,4
50,"LUCKY","p",60,"g",80,0,"s",35,0,38,38,38,NA,NA,"",NA,1.15,672.6538099,673.8206595,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,673.8206595,673.8206595,673.8206595,673.8206595,673.8206595,673.8206595,673.8206595,50,680.8392559,680.8392559,680.8392559,680.8392559,680.8392559,680.8392559,680.8392559,680.8392559,680.8392559,680.8392559,680.8392559,680.8392559,680.8392559,680.8392559,680.8392559,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,3
85,"SOCIABLE","p",65,"b",120,280,"b",6,0,4,4,4,NA,NA,"",NA,1.417,202.0185873,203.4518697,"b","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,203.4518697,203.4518697,203.4518697,203.4518697,203.4518697,203.4518697,203.4518697,80,210.4811436,210.4811436,210.4811436,210.4811436,210.4811436,210.4811436,210.4811436,210.4811436,210.4811436,210.4811436,210.4811436,210.4811436,210.4811436,210.4811436,210.4811436,0.888165578,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,5
25,"AMBITIOUS","p",50,"g",0,-200,"b",43,0,21,21,21,NA,NA,"",NA,1.934,434.7115637,436.6617604,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,436.6617604,436.6617604,436.6617604,436.6617604,436.6617604,436.6617604,436.6617604,25,443.6794358,443.6794358,443.6794358,443.6794358,443.6794358,443.6794358,443.6794358,443.6794358,443.6794358,443.6794358,443.6794358,443.6794358,443.6794358,443.6794358,443.6794358,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,3
65,"UNHEALTHY","n",45,"g",-40,120,"s",24,0,51,51,51,NA,NA,"",NA,2.167,844.9448798,847.1280583,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,847.1280583,847.1280583,847.1280583,847.1280583,847.1280583,847.1280583,847.1280583,55,854.1513088,854.1513088,854.1513088,854.1513088,854.1513088,854.1513088,854.1513088,854.1513088,854.1513088,854.1513088,854.1513088,854.1513088,854.1513088,854.1513088,854.1513088,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,2
35,"INATTENTIVE","n",20,"g",-240,-120,"s",39,0,33,33,33,NA,NA,"",NA,2.684,597.1029657,599.7998234,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,599.7998234,599.7998234,599.7998234,599.7998234,599.7998234,599.7998234,599.7998234,35,606.8219751,606.8219751,606.8219751,606.8219751,606.8219751,606.8219751,606.8219751,606.8219751,606.8219751,606.8219751,606.8219751,606.8219751,606.8219751,606.8219751,606.8219751,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,3
65,"PASSIVE","n",55,"g",40,120,"s",25,0,54,54,54,NA,NA,"",NA,2.167,887.766697,889.9499563,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,889.9499563,889.9499563,889.9499563,889.9499563,889.9499563,889.9499563,889.9499563,65,896.9674055,896.9674055,896.9674055,896.9674055,896.9674055,896.9674055,896.9674055,896.9674055,896.9674055,896.9674055,896.9674055,896.9674055,896.9674055,896.9674055,896.9674055,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,3
60,"PRODUCTIVE","p",45,"b",-40,80,"s",27,0,58,58,58,NA,NA,"",NA,1.667,944.7859235,946.4707344,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,946.4707344,946.4707344,946.4707344,946.4707344,946.4707344,946.4707344,946.4707344,55,953.4938793,953.4938793,953.4938793,953.4938793,953.4938793,953.4938793,953.4938793,953.4938793,953.4938793,953.4938793,953.4938793,953.4938793,953.4938793,953.4938793,953.4938793,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,5
60,"ORIGINAL","p",60,"g",160,80,"s",28,0,53,53,53,NA,NA,"",NA,2.634,871.1182168,873.7637971,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,873.7637971,873.7637971,873.7637971,873.7637971,873.7637971,873.7637971,873.7637971,60,880.7863006,880.7863006,880.7863006,880.7863006,880.7863006,880.7863006,880.7863006,880.7863006,880.7863006,880.7863006,880.7863006,880.7863006,880.7863006,880.7863006,880.7863006,NA,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,5
60,"BRILLIANT","p",65,"g",120,80,"s",29,0,45,45,45,NA,NA,"",NA,2.901,763.1943486,766.108414,"b","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,766.108414,766.108414,766.108414,766.108414,766.108414,766.108414,766.108414,65,773.131091,773.131091,773.131091,773.131091,773.131091,773.131091,773.131091,773.131091,773.131091,773.131091,773.131091,773.131091,773.131091,773.131091,773.131091,0.400334677,NA,313,1,"2023-09-08_14h46.26.815","SELFtaskv6","2023.1.2",367.6048766,4
