"parpre_rate","word","valence","base_rate","news_type","posit_brate","posit_1rate","con","optseq","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","scan.started","keyresp.started","keyresp.keys","keyresp.rt","jitter","polygon.started","polygon.stopped","resp1.keys","slider.response","slider.rt","Adjective_3.started","vowelcount.started","Adjective_4.started","vowelcount_2.started","resp.started","box_1.started","box_2.started","yes.started","no.started","resp.keys","resp.rt","Adjective2.started","text_own.started","rate_own.started","sign.started","text_base.started","num_base.started","sign_base.started","slider_score","Adjective.started","line_own_2.started","point_own_2.started","text_own_2.started","rate_own_2.started","sign_2.started","line_base_2.started","point_base_2.started","text_base_2.started","num_base_2.started","sign_base_2.started","dis_2.started","agree_2.started","resp1.started","slider.started","resp1.rt","Adjective_4.stopped","vowelcount_2.stopped","resp.stopped","box_1.stopped","box_2.stopped","yes.stopped","no.stopped","Adjective_3.stopped","vowelcount.stopped","participant","session","date","expName","psychopyVersion","frameRate","X","np"
30,"INTERESTING","p",40,"g",-80,-160,"b",42,0,37,37,37,NA,NA,"",NA,1.867,656.67400619993,658.549727499951,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,658.549727499951,658.549727499951,658.549727499951,658.549727499951,658.549727499951,658.549727499951,658.549727499951,30,665.558943699929,665.558943699929,665.558943699929,665.558943699929,665.558943699929,665.558943699929,665.558943699929,665.558943699929,665.558943699929,665.558943699929,665.558943699929,665.558943699929,665.558943699929,665.558943699929,665.558943699929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,1,"2024-02-09_14h34.19.924","SELFtaskv6","2023.1.0",120.473509207932,NA,4
60,"HUMOROUS","p",40,"b",-80,80,"s",20,0,29,29,29,NA,NA,"",NA,1.067,541.004554399988,542.081993300002,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,542.081993300002,542.081993300002,542.081993300002,542.081993300002,542.081993300002,542.081993300002,542.081993300002,60,549.088729899959,549.088729899959,549.088729899959,549.088729899959,549.088729899959,549.088729899959,549.088729899959,549.088729899959,549.088729899959,549.088729899959,549.088729899959,549.088729899959,549.088729899959,549.088729899959,549.088729899959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,1,"2024-02-09_14h34.19.924","SELFtaskv6","2023.1.0",120.473509207932,NA,5
30,"LUCKY","p",60,"g",80,-160,"b",43,0,21,21,21,NA,NA,"",NA,1.934,434.741667499999,436.684453999973,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,436.684453999973,436.684453999973,436.684453999973,436.684453999973,436.684453999973,436.684453999973,436.684453999973,40,443.692918099929,443.692918099929,443.692918099929,443.692918099929,443.692918099929,443.692918099929,443.692918099929,443.692918099929,443.692918099929,443.692918099929,443.692918099929,443.692918099929,443.692918099929,443.692918099929,443.692918099929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,1,"2024-02-09_14h34.19.924","SELFtaskv6","2023.1.0",120.473509207932,NA,4
40,"AMBITIOUS","p",30,"b",-160,-80,"s",34,0,1,1,1,NA,NA,"",NA,1.684,163.292404499953,164.983634699951,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,164.983634699951,164.983634699951,164.983634699951,164.983634699951,164.983634699951,164.983634699951,164.983634699951,40,172.003067599959,172.003067599959,172.003067599959,172.003067599959,172.003067599959,172.003067599959,172.003067599959,172.003067599959,172.003067599959,172.003067599959,172.003067599959,172.003067599959,172.003067599959,172.003067599959,172.003067599959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,1,"2024-02-09_14h34.19.924","SELFtaskv6","2023.1.0",120.473509207932,NA,4
15,"UNHEALTHY","n",40,"b",-80,-280,"s",30,0,42,42,42,NA,NA,"",NA,2.017,730.013939599972,732.038037599996,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,732.038037599996,732.038037599996,732.038037599996,732.038037599996,732.038037599996,732.038037599996,732.038037599996,15,739.049780800007,739.049780800007,739.049780800007,739.049780800007,739.049780800007,739.049780800007,739.049780800007,739.049780800007,739.049780800007,739.049780800007,739.049780800007,739.049780800007,739.049780800007,739.049780800007,739.049780800007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,1,"2024-02-09_14h34.19.924","SELFtaskv6","2023.1.0",120.473509207932,NA,1
10,"INATTENTIVE","n",30,"b",-120,-320,"s",24,0,51,51,51,NA,NA,"",NA,2.167,844.705025699921,846.880807799986,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,846.880807799986,846.880807799986,846.880807799986,846.880807799986,846.880807799986,846.880807799986,846.880807799986,10,853.893054099986,853.893054099986,853.893054099986,853.893054099986,853.893054099986,853.893054099986,853.893054099986,853.893054099986,853.893054099986,853.893054099986,853.893054099986,853.893054099986,853.893054099986,853.893054099986,853.893054099986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,1,"2024-02-09_14h34.19.924","SELFtaskv6","2023.1.0",120.473509207932,NA,2
60,"PASSIVE","n",45,"g",-40,80,"s",21,0,20,20,20,NA,NA,"",NA,1.567,419.155205699964,420.734149499913,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,420.734149499913,420.734149499913,420.734149499913,420.734149499913,420.734149499913,420.734149499913,420.734149499913,60,427.747255599941,427.747255599941,427.747255599941,427.747255599941,427.747255599941,427.747255599941,427.747255599941,427.747255599941,427.747255599941,427.747255599941,427.747255599941,427.747255599941,427.747255599941,427.747255599941,427.747255599941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,1,"2024-02-09_14h34.19.924","SELFtaskv6","2023.1.0",120.473509207932,NA,2
50,"PRODUCTIVE","p",65,"g",120,0,"s",25,0,54,54,54,NA,NA,"",NA,2.167,887.486208699993,889.663151199929,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,889.663151199929,889.663151199929,889.663151199929,889.663151199929,889.663151199929,889.663151199929,889.663151199929,50,896.674162099953,896.674162099953,896.674162099953,896.674162099953,896.674162099953,896.674162099953,896.674162099953,896.674162099953,896.674162099953,896.674162099953,896.674162099953,896.674162099953,896.674162099953,896.674162099953,896.674162099953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,1,"2024-02-09_14h34.19.924","SELFtaskv6","2023.1.0",120.473509207932,NA,4
70,"ORIGINAL","p",40,"b",-80,160,"s",15,0,47,47,47,NA,NA,"",NA,1.517,794.922744399984,796.447541399975,"b","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,796.447541399975,796.447541399975,796.447541399975,796.447541399975,796.447541399975,796.447541399975,796.447541399975,70,803.458437799942,803.458437799942,803.458437799942,803.458437799942,803.458437799942,803.458437799942,803.458437799942,803.458437799942,803.458437799942,803.458437799942,803.458437799942,803.458437799942,803.458437799942,803.458437799942,803.458437799942,1.2260924000293,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,1,"2024-02-09_14h34.19.924","SELFtaskv6","2023.1.0",120.473509207932,NA,4
40,"BRILLIANT","p",45,"g",-40,-80,"s",35,0,38,38,38,NA,NA,"",NA,1.15,672.544108900009,673.703186800005,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,673.703186800005,673.703186800005,673.703186800005,673.703186800005,673.703186800005,673.703186800005,673.703186800005,50,680.714160599979,680.714160599979,680.714160599979,680.714160599979,680.714160599979,680.714160599979,680.714160599979,680.714160599979,680.714160599979,680.714160599979,680.714160599979,680.714160599979,680.714160599979,680.714160599979,680.714160599979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,1,"2024-02-09_14h34.19.924","SELFtaskv6","2023.1.0",120.473509207932,NA,5
