"parpre_rate","word","valence","base_rate","news_type","posit_brate","posit_1rate","con","optseq","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","scan.started","keyresp.started","keyresp.keys","keyresp.rt","jitter","polygon.started","polygon.stopped","resp1.keys","slider.response","slider.rt","Adjective_3.started","vowelcount.started","Adjective_4.started","vowelcount_2.started","resp.started","box_1.started","box_2.started","yes.started","no.started","resp.keys","resp.rt","Adjective2.started","text_own.started","rate_own.started","sign.started","text_base.started","num_base.started","sign_base.started","slider_score","Adjective.started","line_own_2.started","point_own_2.started","text_own_2.started","rate_own_2.started","sign_2.started","line_base_2.started","point_base_2.started","text_base_2.started","num_base_2.started","sign_base_2.started","dis_2.started","agree_2.started","resp1.started","slider.started","resp1.rt","Adjective_4.stopped","vowelcount_2.stopped","resp.stopped","box_1.stopped","box_2.stopped","yes.stopped","no.stopped","Adjective_3.stopped","vowelcount.stopped","note.started","participant","session","date","expName","psychopyVersion","frameRate","X","np"
50,"VALUABLE","p",65,"g",120,0,"s",17,0,35,35,35,NA,NA,"",NA,2.4,646.000637700083,648.412347699981,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,648.412347699981,648.412347699981,648.412347699981,648.412347699981,648.412347699981,648.412347699981,648.412347699981,50,655.422998799942,655.422998799942,655.422998799942,655.422998799942,655.422998799942,655.422998799942,655.422998799942,655.422998799942,655.422998799942,655.422998799942,655.422998799942,655.422998799942,655.422998799942,655.422998799942,655.422998799942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,4
60,"CONFIDENT","p",70,"g",160,80,"b",10,0,13,13,13,NA,NA,"",NA,1.3,338.186742699938,339.493824000005,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,339.493824000005,339.493824000005,339.493824000005,339.493824000005,339.493824000005,339.493824000005,339.493824000005,65,346.504663999891,346.504663999891,346.504663999891,346.504663999891,346.504663999891,346.504663999891,346.504663999891,346.504663999891,346.504663999891,346.504663999891,346.504663999891,346.504663999891,346.504663999891,346.504663999891,346.504663999891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,4
60,"ENTHUSIASTIC","p",55,"b",40,80,"s",11,0,34,34,34,NA,NA,"",NA,2.534,629.458756800042,632.001035700087,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,632.001035700087,632.001035700087,632.001035700087,632.001035700087,632.001035700087,632.001035700087,632.001035700087,60,639.010203199927,639.010203199927,639.010203199927,639.010203199927,639.010203199927,639.010203199927,639.010203199927,639.010203199927,639.010203199927,639.010203199927,639.010203199927,639.010203199927,639.010203199927,639.010203199927,639.010203199927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,4
40,"AGREEABLE","p",60,"g",80,-80,"s",23,0,50,50,50,NA,NA,"",NA,1.167,845.27380570001,846.445740099996,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,846.445740099996,846.445740099996,846.445740099996,846.445740099996,846.445740099996,846.445740099996,846.445740099996,45,853.457906299969,853.457906299969,853.457906299969,853.457906299969,853.457906299969,853.457906299969,853.457906299969,853.457906299969,853.457906299969,853.457906299969,853.457906299969,853.457906299969,853.457906299969,853.457906299969,853.457906299969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,2
70,"LAZY","n",40,"g",-80,160,"b",6,0,4,4,4,NA,NA,"",NA,1.417,218.00168300001,219.421051600017,"b","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,219.421051600017,219.421051600017,219.421051600017,219.421051600017,219.421051600017,219.421051600017,219.421051600017,65,226.435420599999,226.435420599999,226.435420599999,226.435420599999,226.435420599999,226.435420599999,226.435420599999,226.435420599999,226.435420599999,226.435420599999,226.435420599999,226.435420599999,226.435420599999,226.435420599999,226.435420599999,1.31695770006627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,1
30,"INSECURE","n",45,"b",-40,-160,"s",29,0,45,45,45,NA,NA,"",NA,2.901,778.732011100044,781.640431399923,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,781.640431399923,781.640431399923,781.640431399923,781.640431399923,781.640431399923,781.640431399923,781.640431399923,30,788.650141400052,788.650141400052,788.650141400052,788.650141400052,788.650141400052,788.650141400052,788.650141400052,788.650141400052,788.650141400052,788.650141400052,788.650141400052,788.650141400052,788.650141400052,788.650141400052,788.650141400052,1.58165269996971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,1
10,"MOODY","n",40,"b",-80,-320,"b",44,0,10,10,10,NA,NA,"",NA,1.684,298.3499419,300.037755799945,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,300.037755799945,300.037755799945,300.037755799945,300.037755799945,300.037755799945,300.037755799945,300.037755799945,15,307.049787699943,307.049787699943,307.049787699943,307.049787699943,307.049787699943,307.049787699943,307.049787699943,307.049787699943,307.049787699943,307.049787699943,307.049787699943,307.049787699943,307.049787699943,307.049787699943,307.049787699943,1.53439579997212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,2
50,"WITTY","p",75,"g",200,0,"s",18,0,17,17,17,NA,NA,"",NA,1.467,395.520880300086,396.992594700074,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,396.992594700074,396.992594700074,396.992594700074,396.992594700074,396.992594700074,396.992594700074,396.992594700074,60,404.004293899983,404.004293899983,404.004293899983,404.004293899983,404.004293899983,404.004293899983,404.004293899983,404.004293899983,404.004293899983,404.004293899983,404.004293899983,404.004293899983,404.004293899983,404.004293899983,404.004293899983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,4
50,"EFFICIENT","p",60,"g",80,0,"s",19,0,19,19,19,NA,NA,"",NA,1.367,419.526673400076,420.896869200049,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,420.896869200049,420.896869200049,420.896869200049,420.896869200049,420.896869200049,420.896869200049,420.896869200049,55,427.909720700001,427.909720700001,427.909720700001,427.909720700001,427.909720700001,427.909720700001,427.909720700001,427.909720700001,427.909720700001,427.909720700001,427.909720700001,427.909720700001,427.909720700001,427.909720700001,427.909720700001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,4
50,"COMPETENT","p",65,"g",120,0,"s",20,0,29,29,29,NA,NA,"",NA,1.067,556.726160400081,557.800020399969,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,557.800020399969,557.800020399969,557.800020399969,557.800020399969,557.800020399969,557.800020399969,557.800020399969,60,564.812299000099,564.812299000099,564.812299000099,564.812299000099,564.812299000099,564.812299000099,564.812299000099,564.812299000099,564.812299000099,564.812299000099,564.812299000099,564.812299000099,564.812299000099,564.812299000099,564.812299000099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,4
60,"RESERVED","n",45,"g",-40,80,"s",12,0,6,6,6,NA,NA,"",NA,1.9,249.414275200106,251.321448399918,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,251.321448399918,251.321448399918,251.321448399918,251.321448399918,251.321448399918,251.321448399918,251.321448399918,60,258.330586900003,258.330586900003,258.330586900003,258.330586900003,258.330586900003,258.330586900003,258.330586900003,258.330586900003,258.330586900003,258.330586900003,258.330586900003,258.330586900003,258.330586900003,258.330586900003,258.330586900003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,3
15,"GLOOMY","n",35,"b",-160,-280,"b",42,0,37,37,37,NA,NA,"",NA,1.867,672.39518709993,674.270019900054,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,674.270019900054,674.270019900054,674.270019900054,674.270019900054,674.270019900054,674.270019900054,674.270019900054,10,681.281491900096,681.281491900096,681.281491900096,681.281491900096,681.281491900096,681.281491900096,681.281491900096,681.281491900096,681.281491900096,681.281491900096,681.281491900096,681.281491900096,681.281491900096,681.281491900096,681.281491900096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,2
35,"ADMIRABLE","p",60,"g",80,-120,"s",27,0,58,58,58,NA,NA,"",NA,1.667,960.234446499962,961.91043639998,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,961.91043639998,961.91043639998,961.91043639998,961.91043639998,961.91043639998,961.91043639998,961.91043639998,35,968.91863780003,968.91863780003,968.91863780003,968.91863780003,968.91863780003,968.91863780003,968.91863780003,968.91863780003,968.91863780003,968.91863780003,968.91863780003,968.91863780003,968.91863780003,968.91863780003,968.91863780003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,4
20,"ANXIOUS","n",40,"b",-80,-240,"s",38,0,31,31,31,NA,NA,"",NA,2.25,587.930904600071,590.186991200084,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,590.186991200084,590.186991200084,590.186991200084,590.186991200084,590.186991200084,590.186991200084,590.186991200084,20,597.198277000105,597.198277000105,597.198277000105,597.198277000105,597.198277000105,597.198277000105,597.198277000105,597.198277000105,597.198277000105,597.198277000105,597.198277000105,597.198277000105,597.198277000105,597.198277000105,597.198277000105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,2
40,"INDECISIVE","n",55,"b",40,-80,"s",24,0,51,51,51,NA,NA,"",NA,2.167,860.455244099954,862.630419000052,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,862.630419000052,862.630419000052,862.630419000052,862.630419000052,862.630419000052,862.630419000052,862.630419000052,40,869.639260699973,869.639260699973,869.639260699973,869.639260699973,869.639260699973,869.639260699973,869.639260699973,869.639260699973,869.639260699973,869.639260699973,869.639260699973,869.639260699973,869.639260699973,869.639260699973,869.639260699973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,2
10,"VULNERABLE","n",30,"b",-160,-320,"b",45,0,11,11,11,NA,NA,"",NA,1.25,314.039273400092,315.299525100039,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,315.299525100039,315.299525100039,315.299525100039,315.299525100039,315.299525100039,315.299525100039,315.299525100039,10,322.307452399982,322.307452399982,322.307452399982,322.307452399982,322.307452399982,322.307452399982,322.307452399982,322.307452399982,322.307452399982,322.307452399982,322.307452399982,322.307452399982,322.307452399982,322.307452399982,322.307452399982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,2
60,"HAPPY","p",75,"g",200,80,"s",13,0,41,41,41,NA,NA,"",NA,1.984,729.756013500039,731.75134889991,"b","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,731.75134889991,731.75134889991,731.75134889991,731.75134889991,731.75134889991,731.75134889991,731.75134889991,65,738.762392400065,738.762392400065,738.762392400065,738.762392400065,738.762392400065,738.762392400065,738.762392400065,738.762392400065,738.762392400065,738.762392400065,738.762392400065,738.762392400065,738.762392400065,738.762392400065,738.762392400065,1.98463369999081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,4
65,"SUPPORTED","p",75,"g",200,120,"b",7,0,30,30,30,NA,NA,"",NA,2.117,571.800857899943,573.934310199926,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,573.934310199926,573.934310199926,573.934310199926,573.934310199926,573.934310199926,573.934310199926,573.934310199926,65,580.941431199899,580.941431199899,580.941431199899,580.941431199899,580.941431199899,580.941431199899,580.941431199899,580.941431199899,580.941431199899,580.941431199899,580.941431199899,580.941431199899,580.941431199899,580.941431199899,580.941431199899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,4
60,"INTERESTING","p",65,"g",120,80,"s",14,0,2,2,2,NA,NA,"",NA,1.217,194.737783899996,195.961110699922,"b","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,195.961110699922,195.961110699922,195.961110699922,195.961110699922,195.961110699922,195.961110699922,195.961110699922,60,202.971693800064,202.971693800064,202.971693800064,202.971693800064,202.971693800064,202.971693800064,202.971693800064,202.971693800064,202.971693800064,202.971693800064,202.971693800064,202.971693800064,202.971693800064,202.971693800064,202.971693800064,1.7411213000305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,4
65,"HUMOROUS","p",55,"b",40,120,"b",8,0,5,5,5,NA,NA,"",NA,1.984,233.425010399893,235.414279700024,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,235.414279700024,235.414279700024,235.414279700024,235.414279700024,235.414279700024,235.414279700024,235.414279700024,65,242.425343899988,242.425343899988,242.425343899988,242.425343899988,242.425343899988,242.425343899988,242.425343899988,242.425343899988,242.425343899988,242.425343899988,242.425343899988,242.425343899988,242.425343899988,242.425343899988,242.425343899988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,5
75,"LUCKY","p",50,"b",0,200,"s",26,0,57,57,57,NA,NA,"",NA,1.517,944.702802099986,946.226754500065,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,946.226754500065,946.226754500065,946.226754500065,946.226754500065,946.226754500065,946.226754500065,946.226754500065,75,953.236433600076,953.236433600076,953.236433600076,953.236433600076,953.236433600076,953.236433600076,953.236433600076,953.236433600076,953.236433600076,953.236433600076,953.236433600076,953.236433600076,953.236433600076,953.236433600076,953.236433600076,0.301136599853635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,3
75,"SOCIABLE","p",60,"b",80,200,"s",28,0,53,53,53,NA,NA,"",NA,2.634,886.585197499953,889.224491500063,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,889.224491500063,889.224491500063,889.224491500063,889.224491500063,889.224491500063,889.224491500063,889.224491500063,75,896.237253299914,896.237253299914,896.237253299914,896.237253299914,896.237253299914,896.237253299914,896.237253299914,896.237253299914,896.237253299914,896.237253299914,896.237253299914,896.237253299914,896.237253299914,896.237253299914,896.237253299914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,4
60,"AMBITIOUS","p",50,"b",0,80,"s",15,0,47,47,47,NA,NA,"",NA,1.517,810.663280599983,812.193119999953,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,812.193119999953,812.193119999953,812.193119999953,812.193119999953,812.193119999953,812.193119999953,812.193119999953,70,819.203971799929,819.203971799929,819.203971799929,819.203971799929,819.203971799929,819.203971799929,819.203971799929,819.203971799929,819.203971799929,819.203971799929,819.203971799929,819.203971799929,819.203971799929,819.203971799929,819.203971799929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,4
10,"UNHEALTHY","n",30,"b",-160,-320,"s",25,0,54,54,54,NA,NA,"",NA,2.167,903.22525430005,905.399702799972,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,905.399702799972,905.399702799972,905.399702799972,905.399702799972,905.399702799972,905.399702799972,905.399702799972,20,912.408485499909,912.408485499909,912.408485499909,912.408485499909,912.408485499909,912.408485499909,912.408485499909,912.408485499909,912.408485499909,912.408485499909,912.408485499909,912.408485499909,912.408485499909,912.408485499909,912.408485499909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,1
25,"INATTENTIVE","n",40,"b",-40,-200,"s",32,0,46,46,46,NA,NA,"",NA,1,795.646761599928,796.652892200043,"a","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,796.652892200043,796.652892200043,796.652892200043,796.652892200043,796.652892200043,796.652892200043,796.652892200043,25,803.663240599912,803.663240599912,803.663240599912,803.663240599912,803.663240599912,803.663240599912,803.663240599912,803.663240599912,803.663240599912,803.663240599912,803.663240599912,803.663240599912,803.663240599912,803.663240599912,803.663240599912,0.283499200129882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,2
25,"PASSIVE","n",35,"b",-120,-200,"s",33,0,8,8,8,NA,NA,"",NA,2.217,273.378040600102,275.604104399914,"None","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,275.604104399914,275.604104399914,275.604104399914,275.604104399914,275.604104399914,275.604104399914,275.604104399914,25,282.61153330002,282.61153330002,282.61153330002,282.61153330002,282.61153330002,282.61153330002,282.61153330002,282.61153330002,282.61153330002,282.61153330002,282.61153330002,282.61153330002,282.61153330002,282.61153330002,282.61153330002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,"2024-04-05_16h09.42.400","SELFtaskv6","2023.1.0",120.074109689756,NA,2
